Item_ID,Item_Name,Pocket,Price,Sell_Price,Hold_Effect,Hold_Effect_Param,Fling_Power,Fling_Effect,Natural_Gift_Power,Natural_Gift_Type,Prevent_Toss,Selectable,Field_Use_Func,Battle_Use_Func,Shop_Locations,Given_At_Locations
387,ITEM_TM060,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,MELT 04 GYM02 (H#0111)
388,ITEM_TM061,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
389,ITEM_TM062,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
390,ITEM_TM063,TMs/HMs,40000,20000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
391,ITEM_TM064,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
392,ITEM_TM065,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,DEPART 1 F6 (H#0173)
393,ITEM_TM066,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
394,ITEM_TM067,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
395,ITEM_TM068,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
396,ITEM_TM069,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
397,ITEM_TM070,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
398,ITEM_TM071,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
399,ITEM_TM072,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
400,ITEM_TM073,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
401,ITEM_TM074,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,
402,ITEM_TM075,TMs/HMs,3200,1600,0,0,0,0,0,31,FALSE,FALSE,6,0,,LOBA 04 GYM01 (H#0060)
403,ITEM_TM076,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
404,ITEM_TM077,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
405,ITEM_TM078,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
406,ITEM_TM079,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
407,ITEM_TM080,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,T03GYM0101 (H#0473)
408,ITEM_TM081,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
409,ITEM_TM082,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,
410,ITEM_TM083,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 1 F5 (H#0172) [Goldenrod Department5 F],
411,ITEM_TM084,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
412,ITEM_TM085,TMs/HMs,1600,800,0,0,0,0,0,31,FALSE,FALSE,6,0,,UNDARA CAVE 1 (H#0330)
413,ITEM_TM086,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
414,ITEM_TM087,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,DEPART 2 F3 (H#0449) [Celadon Department3 F],
415,ITEM_TM088,TMs/HMs,20000,10000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
416,ITEM_TM089,TMs/HMs,32000,16000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
417,ITEM_TM090,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
418,ITEM_TM091,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
419,ITEM_TM092,TMs/HMs,12000,6000,0,0,0,0,0,31,FALSE,FALSE,6,0,,
420,ITEM_HM01,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | MELT 04 GYM02 (H#0111) | SYD FOREST 01 (H#0232) | SYD FOREST 02 (H#0233) | SYD FOREST 03 (H#0234) | SYD FOREST 04 (H#0235) | SYD FOREST 05 (H#0236) | SYD FOREST 06 (H#0237) | SYD FOREST 07 (H#0238) | SYD FOREST 08 (H#0239)
421,ITEM_HM02,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | BAIR 04 GYM05 (H#0254)
422,ITEM_HM03,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | SYDT 04 GYM04 (H#0167)
423,ITEM_HM04,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | DANB 05 GYM03 (H#0141) | MANSION A1 (H#0392) | MANSION A2 (H#0393)
424,ITEM_HM05,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010)
425,ITEM_HM06,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | LOBA 04 GYM01 (H#0060) | ULURU 4 A1 (H#0346) | ULURU 4 A2 (H#0347) | ULURU 4 A3 (H#0350) | TROO 05 GYM08 (H#0414)
426,ITEM_HM07,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | DALI 04 GYM06 (H#0303) | TROO 05 GYM08 (H#0414)
427,ITEM_HM08,TMs/HMs,0,0,0,0,0,0,0,31,TRUE,FALSE,6,0,,MAUNCESTON T (H#0010) | RADE 05 GYM07 (H#0360)
428,ITEM_EXPLORER_KIT,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
429,ITEM_LOOT_SACK,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
430,ITEM_RULE_BOOK,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
431,ITEM_POKE_RADAR,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,11,0,,
432,ITEM_POINT_CARD,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,19,0,,
433,ITEM_GUIDEBOOK,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,5,0,,
434,ITEM_SEAL_CASE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,19,0,,
435,ITEM_FASHION_CASE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,19,0,,
436,ITEM_STICKER_BAG,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
437,ITEM_PAL_PAD,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,10,0,,
438,ITEM_WORKS_KEY,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
439,ITEM_OLD_CHARM,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
440,ITEM_GALACTIC_KEY,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
441,ITEM_RED_CHAIN,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
442,ITEM_TOWN_MAP,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,2,0,,
443,ITEM_VS_SEEKER,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,15,0,,
444,ITEM_COIN_CASE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,19,0,,MELT 05 GAME1 (H#0112) | MELT 06 GAME2 (H#0113) | T25SP0101 (H#0536) | T07SP0101 (H#0537)
445,ITEM_OLD_ROD,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,16,0,,SYDT 02 PC05 (H#0165)
446,ITEM_GOOD_ROD,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,17,0,,BAIR 07 HS21 (H#0257)
447,ITEM_SUPER_ROD,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,18,0,,HOME 57 SROD (H#0531)
448,ITEM_SPRAYDUCK,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,12,0,,
449,ITEM_POFFIN_CASE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,9,0,,
450,ITEM_BIKE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,4,0,,MELT 08 BIKE (H#0115)
451,ITEM_SUITE_KEY,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
452,ITEM_OAKS_LETTER,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
453,ITEM_LUNAR_FEATHER,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
454,ITEM_MEMBER_CARD,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
455,ITEM_AZURE_FLUTE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,22,0,,
456,ITEM_SS_TICKET,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,MAUN 09 LAB01 (H#0019)
457,ITEM_CONTEST_PASS,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
458,ITEM_MAGMA_STONE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
459,ITEM_PARCEL,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
460,ITEM_COUPON_1,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
461,ITEM_COUPON_2,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
462,ITEM_COUPON_3,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
463,ITEM_STORAGE_KEY_SINNOH,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
464,ITEM_SECRET_MEDICINE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,SHED 05 HS23 (H#0284)
465,ITEM_VS_RECORDER,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,29,0,,MELT 13 GH01 (H#0128)
466,ITEM_GRACIDEA,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,28,0,,
467,ITEM_SECRET_KEY,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
468,ITEM_APRICORN_BOX,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,23,0,,LOBA 05 HS09 (H#0079) | RT 13 AREA 1 (H#0317) | RT 13 AREA 2 (H#0318) | RT 13 AREA 3 (H#0319) | RT 13 AREA 4 (H#0320) | RT 13 AREA 5 (H#0321) | RT 13 AREA 6 (H#0322) | RT 13 AREA 7 (H#0323)
469,ITEM_UNOWN_REPORT,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,25,0,,VICTRY RD 2 5 (H#0505)
470,ITEM_BERRY_POTS,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,24,0,,ULURU 4 A1 (H#0346) | ULURU 4 A2 (H#0347) | ULURU 4 A3 (H#0350)
471,ITEM_DOWSING_MACHINE,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,26,0,,HAMP 04 HS05 (H#0027) | HAMP 05 HS06 (H#0028)
472,ITEM_BLUE_CARD,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,A HQ1 F2 (H#0062) | A HQ1 F2 (H#0180) | D HQ1 F2 (H#0186)
473,ITEM_SLOWPOKE_TAIL,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
474,ITEM_CLEAR_BELL,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
475,ITEM_CARD_KEY_JOHTO,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
476,ITEM_BASEMENT_KEY,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
477,ITEM_SQUIRT_BOTTLE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
478,ITEM_RED_SCALE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
479,ITEM_LOST_ITEM,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
480,ITEM_PASS,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,TROO 10 HS40 (H#0419)
481,ITEM_MACHINE_PART,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
482,ITEM_SILVER_FEATHER,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,A HQ1 F6 (H#0066) | A HQ1 F6 (H#0184) | D HQ1 F6 (H#0190)
483,ITEM_RAINBOW_FEATHER,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,A HQ1 F6 (H#0066) | A HQ1 F6 (H#0184) | D HQ1 F6 (H#0190)
484,ITEM_MYSTERY_EGG,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
485,ITEM_RED_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
486,ITEM_YELLOW_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
487,ITEM_BLUE_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
488,ITEM_GREEN_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
489,ITEM_PINK_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
490,ITEM_WHITE_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
491,ITEM_BLACK_APRICORN,Items,200,100,0,0,0,0,0,31,TRUE,FALSE,0,0,,
492,ITEM_FAST_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
493,ITEM_LEVEL_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
494,ITEM_LURE_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,SYDT 02 PC05 (H#0165)
495,ITEM_HEAVY_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
496,ITEM_LOVE_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
497,ITEM_FRIEND_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
498,ITEM_MOON_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
499,ITEM_SPORT_BALL,Poké Balls,300,150,0,0,0,0,0,31,FALSE,FALSE,0,1,,
500,ITEM_PARK_BALL,Poké Balls,0,0,0,0,0,0,0,31,FALSE,FALSE,0,0,,
501,ITEM_PHOTO_ALBUM,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,0,0,,
502,ITEM_GB_SOUNDS,Key Items,0,0,0,0,0,0,0,31,TRUE,TRUE,27,0,,
503,ITEM_TIDAL_BELL,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
504,ITEM_RAGE_CANDY_BAR,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
505,ITEM_DATA_CARD_01,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
506,ITEM_DATA_CARD_02,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
507,ITEM_DATA_CARD_03,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
508,ITEM_DATA_CARD_04,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
509,ITEM_DATA_CARD_05,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
510,ITEM_DATA_CARD_06,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
511,ITEM_DATA_CARD_07,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
512,ITEM_DATA_CARD_08,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
513,ITEM_DATA_CARD_09,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
514,ITEM_DATA_CARD_10,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
515,ITEM_DATA_CARD_11,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
516,ITEM_DATA_CARD_12,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
517,ITEM_DATA_CARD_13,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
518,ITEM_DATA_CARD_14,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
519,ITEM_DATA_CARD_15,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
520,ITEM_DATA_CARD_16,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
521,ITEM_DATA_CARD_17,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
522,ITEM_DATA_CARD_18,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
523,ITEM_DATA_CARD_19,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
524,ITEM_DATA_CARD_20,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
525,ITEM_DATA_CARD_21,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
526,ITEM_DATA_CARD_22,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
527,ITEM_DATA_CARD_23,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
528,ITEM_DATA_CARD_24,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
529,ITEM_DATA_CARD_25,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
530,ITEM_DATA_CARD_26,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
531,ITEM_DATA_CARD_27,Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
532,ITEM_JADE_ORB,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
533,ITEM_LOCK_CAPSULE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
534,ITEM_RED_ORB,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
535,ITEM_BLUE_ORB,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
536,ITEM_ENIGMA_STONE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
537,ITEM_PRISM_SCALE,Items,3000,1500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
538,ITEM_EVIOLITE,Items,50000,25000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
539,ITEM_FLOAT_STONE,Items,10000,5000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
540,ITEM_ROCKY_HELMET,Items,50000,25000,0,6,30,0,0,31,FALSE,FALSE,0,0,,
541,ITEM_AIR_BALLOON,Items,15000,7500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
542,ITEM_RED_CARD,Items,30000,15000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
543,ITEM_RING_TARGET,Items,10000,5000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
544,ITEM_BINDING_BAND,Items,20000,10000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
545,ITEM_ABSORB_BULB,Items,5000,2500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
546,ITEM_CELL_BATTERY,Items,5000,2500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
547,ITEM_EJECT_BUTTON,Items,30000,15000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
548,ITEM_FIRE_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
549,ITEM_WATER_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
550,ITEM_ELECTRIC_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
551,ITEM_GRASS_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
552,ITEM_ICE_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
553,ITEM_FIGHTING_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
554,ITEM_POISON_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
555,ITEM_GROUND_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
556,ITEM_FLYING_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
557,ITEM_PSYCHIC_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
558,ITEM_BUG_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
559,ITEM_ROCK_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
560,ITEM_GHOST_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
561,ITEM_DRAGON_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
562,ITEM_DARK_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
563,ITEM_STEEL_GEM,Items,200,100,0,0,30,0,0,31,FALSE,FALSE,0,0,,
564,ITEM_NORMAL_GEM,Items,15000,7500,0,0,30,0,0,31,FALSE,FALSE,0,0,,
565,ITEM_HEALTH_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
566,ITEM_MUSCLE_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
567,ITEM_RESIST_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
568,ITEM_GENIUS_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
569,ITEM_CLEVER_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
570,ITEM_SWIFT_FEATHER,Items,300,150,0,0,30,0,0,31,FALSE,FALSE,0,0,,
571,ITEM_PRETTY_FEATHER,Items,2000,1000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
572,ITEM_COVER_FOSSIL,Items,1000,500,0,0,100,0,0,31,FALSE,FALSE,0,0,,
573,ITEM_PLUME_FOSSIL,Items,1000,500,0,0,100,0,0,31,FALSE,FALSE,0,0,,
574,ITEM_LIBERTY_PASS,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
575,ITEM_PASS_ORB,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
576,ITEM_DREAM_BALL,Poké Balls,0,0,0,0,0,0,0,31,FALSE,FALSE,0,1,,
577,ITEM_POKE_TOY,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
578,ITEM_PROP_CASE,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
579,ITEM_DRAGON_SKULL,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
580,ITEM_BALM_MUSHROOM,Items,30000,15000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
581,ITEM_BIG_NUGGET,Items,80000,40000,0,0,130,0,0,31,FALSE,FALSE,0,0,,
582,ITEM_PEARL_STRING,Items,40000,20000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
583,ITEM_COMET_SHARD,Items,50000,25000,0,0,30,0,0,31,FALSE,FALSE,0,0,,
584,ITEM_RELIC_COPPER,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
585,ITEM_RELIC_SILVER,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
586,ITEM_RELIC_GOLD,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
587,ITEM_RELIC_VASE,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
588,ITEM_RELIC_BAND,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
589,ITEM_RELIC_STATUE,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
590,ITEM_RELIC_CROWN,Items,0,0,0,0,30,0,0,31,FALSE,FALSE,0,0,,
591,ITEM_CASTELIACONE,Medicine,100,50,0,0,30,0,0,31,FALSE,FALSE,1,2,,
592,ITEM_DIRE_HIT_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
593,ITEM_X_SPEED_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
594,ITEM_X_SP_ATK_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
595,ITEM_X_SP_DEF_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
596,ITEM_X_DEFENSE_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
597,ITEM_X_ATTACK_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
598,ITEM_X_ACCURACY_2,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
599,ITEM_X_SPEED_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
600,ITEM_X_SP_ATK_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
601,ITEM_X_SP_DEF_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
602,ITEM_X_DEFENSE_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
603,ITEM_X_ATTACK_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
604,ITEM_X_ACCURACY_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
605,ITEM_X_SPEED_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
606,ITEM_X_SP_ATK_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
607,ITEM_X_SP_DEF_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
608,ITEM_X_DEFENSE_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
609,ITEM_X_ATTACK_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
610,ITEM_X_ACCURACY_6,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
611,ITEM_ABILITY_URGE,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
612,ITEM_ITEM_DROP,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
613,ITEM_ITEM_URGE,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
614,ITEM_RESET_URGE,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
615,ITEM_DIRE_HIT_3,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
616,ITEM_LIGHT_STONE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
617,ITEM_DARK_STONE,Key Items,0,0,0,0,0,0,0,31,TRUE,FALSE,0,0,,
618,ITEM_TM093,TMs/HMs,32000,16000,0,0,0,0,0,18,FALSE,FALSE,6,0,,
619,ITEM_TM094,TMs/HMs,32000,16000,0,0,0,0,0,18,FALSE,FALSE,6,0,,
620,ITEM_TM095,TMs/HMs,32000,16000,0,0,0,0,0,18,FALSE,FALSE,6,0,,
621,ITEM_XTRANSCEIVER_BW,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
622,ITEM_UNKNOWN_622,Items,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,,
