archive_file,maps_using_archive,key,entry_count,longest_entry_len,has_control_codes,first_entry_preview
0586,HOTEL 1 HS16,0xE46F,16,284,yes,"Bill: Hi, ! Would you do something for me and take this EEVEE? It came over when I was adjusting Nintendo Wi-Fi Connecti"
0587,,0x6466,10,130,no,The train hasn’t come in... I know! I’ll carry the passengers on my back! That won’t work.
0588,RELIC RUIN F3; RELIC RUIN F2; RELIC RUIN F1; DRAGON DEN 01,0x646A,1,69,no,We have arrived at Goldenrod! Goldenrod! The accent is on the “o”!
0589,,0x647E,14,330,yes,"Apparently, there is an odd tree on Route 36. They say it dances when you water it... Oh, of course not! This is a Flowe"
0590,HOTEL 1 HS18,0xE40F,2,124,no,"Once while I was battling, my Pokémon couldn’t use any moves. The Power Points, or PP, of its moves were all gone."
0591,,0x6406,9,175,yes,"Hello, hello! I am the official Name Rater! Want me to rate the nicknames of your Pokémon?"
0592,DEPART 1 F1,0xEC4F,8,111,no,Welcome to the Goldenrod Department Store.
0593,DEPART 1 F2,0xEC43,7,163,no,The ladies at this department store even greet kids like me with respect. That’s what I call professional!
0594,DEPART 1 F3,0xEC47,5,95,no,I-I-I’m really impatient! I use X Speed in battle to speed up my Pokémon.
0595,DEPART 1 F4,0xEC5B,7,138,no,Hey. I love strong Pokémon. I feed them Protein to crank up their Attack.
0596,DEPART 1 F5,0xEC5F,20,121,yes,"Hello. Oh, your Pokémon..."
0597,DEPART 1 F6,0xEC53,35,192,yes,"Do you listen to the radio? Which shows do you prefer? I like Buena’s Password! When I catch it, I take notes so I don’t"
0598,DEPART 1 ELVA,0xEC57,12,83,yes,Thank you for shopping with us today. To which floor may I take you?
0599,,0x6C46,53,352,no,
0600,GLOBAL TWR F1,0x6C5E,37,443,yes,"Welcome! This is the Global Trade Station, or GTS for short. We enable the trading of Pokémon with people worldwide over"
0601,GLOBAL TWR F2,0x6C52,18,255,yes,Why? It’s not fair! Why are there only shots of Pokémon? Why aren’t there any shots of ladies? I call discrimination!
0602,GLOBAL TWR F3,0x6C56,16,330,yes,What you see here is how much people around the world love Pokémon. Watching Battle Videos lets you share the fun these 
0603,MELT 05 GAME1; T25SP0101,0x5FC3,42,275,yes,We exchange your Coins for fabulous prizes!
0604,SHEDSNOW TOWN,0x4F37,9,400,no,"... You again? There’s no need to be alert. I don’t bother with wimps like you. Speaking of weaklings, the city’s Gym Le"
0605,BAIR 03 PM05,0x8F90,2,143,no,Do your Pokémon already know the move for carrying people on water?
0606,SEWER AREA 01; SEWER AREA 02; SEWER AREA 03,0x39E5,25,294,yes,Jasmine: Thank you for your help at the Lighthouse... But this is different. Please allow me to introduce myself. I am J
0607,SHED 01 PC08,0x6E93,9,244,yes,Pokémon get more friendly if you spend time with them.
0608,SYDT 05 HS19,0x5456,5,106,yes,"Hi, I’m looking for this Pokémon. If you have a KRABBY, would you trade it for my VOLTORB?"
0609,BAIR 06 HS20,0x5466,12,111,yes,"Along the way to Cianwood, there are four deserted islands. Bad kids are taken to the islands as punishment!"
0610,BAIR 07 HS21,0x547E,6,178,yes,"Olivine is on the sea! And if it’s on the sea, there is bound to be something to catch! I’ve fished here for 30 years. W"
0611,,0xD477,14,270,yes,"You! How is your Pokémon training\fcoming along? Have you ever noticed that in the mountains, sometimes there are round\"
0612,DALICE STRING,0x4F33,20,517,yes,"Ecruteak used to have two towers, one in the east and one in the west."
0613,LOBA 03 PM02,0x0FB1,2,146,no,My EEVEE evolved into an ESPEON. But my friend’s EEVEE turned into an UMBREON. I wonder why? We both were raising our EE
0614,TROO 05 GYM08,0x99E4,12,447,yes,"Morty: It’s good of you to have come. Here in Ecruteak, Pokémon have long been revered. It’s said that a rainbow-hued Po"
0615,LOBA 01 PC02,0xEEB2,5,417,yes,"Bill: Hi, I’m Bill. And who are you? Hmm, , huh?"
0616,,0xC45F,11,456,no,"Past here is the Bell Tower. This tower was built as a place of rest\ffor HO-OH, the legendary Flying-type\fPokémon. Sin"
0617,HAMP 06 HS07,0xC46F,2,191,no,This happened when I was young. The sky suddenly turned black. A giant Flying-type Pokémon was\fblocking out the sun. I 
0618,,0x4466,46,452,yes,Hey! Hey!
0619,HAMP 05 HS06,0xC40F,8,306,yes,"Ah. You’re on an adventure with your Pokémon? Well, what’s an adventure without treasure hunting? Am I right, or am I ri"
0620,TERTH CITY,0x4F0F,20,304,yes,"Hiya, kid! I see you’re new in Mahogany Town. Since you’re new, you should try a\fyummy RageCandyBar! Right now, it can "
0621,,0x0E51,1,3,no,
0622,SEWER ROOM 01,0xF9E7,11,319,yes,"Pryce: Pokémon have many experiences in their lives, just like we do. I, too, have seen and suffered much in my life. Si"
0623,SEWER ROOM 02,0xF9EF,4,223,yes,"Pryce is a veteran who has trained Pokémon for some 50 years. As you’ll find, his attacks will make you shiver in this f"
0624,RADE 02 PC10,0xEF52,3,103,no,What’s this? Team Rocket has come back? I saw some men in black at the Lake of Rage.
0625,RT 5 02 HS10,0x345F,3,126,no,"I heard that a red GYARADOS appeared at the Lake of Rage. That’s odd, since even ordinary GYARADOS are rare in that lake"
0626,,0x4F0B,36,344,yes,GYARADOS: Gyashaa!
0627,DALI 09 HS29,0x2447,5,156,no,"...You have strayed far... Here I have meditated. Inside me,\fa new power has been awakened. Let me share my power with "
0628,RADE 06 HS30,0x245F,11,303,yes,"The Lake of Rage is actually a crater made by rampaging GYARADOS. The crater filled up with rainwater, and the lake was "
0629,RADELAIDE CTY,0x4B2F,15,208,no,"I am sorry. Clair, our Gym Leader, entered the Dragon’s Den behind the Gym. I have no idea when our Leader will return."
0630,SHED 03 PM06,0x2F51,2,135,no,"You can’t buy a Max Revive, but it fully restores a fainted Pokémon. Beware--it won’t restore PP, the Power Points neede"
0631,BAIR 04 GYM05,0xF9A5,12,431,yes,"Yo! Champ in the making! The Gym has unstable footing. Keep your Pokémon in their Poké Balls. Now, Clair uses the mythic"
0632,TROO 02 PC11,0xCE52,3,123,no,Deep inside far-off Indigo Plateau is the Pokémon League. I hear the best Trainers gather there from around the country.
0633,DALI 06 HS26,0x347E,3,161,no,"A clan of Trainers who can freely command Dragon-type Pokémon lives\fright here in Blackthorn. As a result, there are ma"
0634,DALI 07 HS27,0xB477,15,110,yes,"DRAGONAIR’s cute, but I don’t have it. Do you have DRAGONAIR㊛? Want to trade it for my DODRIO?"
0635,DALI 08 HS28,0xB45F,63,373,yes,"Um... Who did you say I was again? ... ... Oh, yes, I remember now! I’m the Move Deleter!"
0636,,0x4B2B,1,10,no,Mt. Silver
0637,,0x4E73,1,138,no,"Trainers who seek power climb Mt. Silver despite its many dangers... With their trusted Pokémon, they must feel they can"
0638,,0xB147,10,61,no,Press the A Button to save a Battle Video of this battle.
0639,,0x1311,5,10,no,too spicy
0640,,0x1D55,78,90,yes,"Hello. This is ... Good morning, !"
0641,,0xF316,37,408,yes,Buena
0642,,0xA10C,4,285,yes,Bike Shop
0643,,0xC338,7,152,yes,Kurt
0644,,0x5727,15,167,yes,Whitney
0645,,0x5613,15,226,yes,Janine
0646,,0x8B37,15,234,yes,Erika
0647,,0xB34B,15,381,yes,Blue
0648,,0xB30C,15,270,yes,Falkner
0649,,0x0B37,15,335,yes,Clair
0650,,0xB7B4,15,294,yes,Misty
0651,,0xE99D,15,228,yes,Blaine
0652,,0xB49C,15,303,yes,Lt. Surge
0653,,0xA95D,15,300,yes,Morty
0654,,0xFB9A,15,241,yes,Jasmine
0655,,0x952D,15,340,yes,Sabrina
0656,,0xCFAD,15,337,yes,Chuck
0657,,0x339D,15,379,yes,Brock
0658,,0xCB7E,15,372,yes,Bugsy
0659,,0xD717,15,418,yes,Pryce
0660,,0x11F0,11,118,yes,Day-C Lady
0661,,0x65F0,14,276,yes,Day-C Man
0662,,0x8C09,159,295,yes,Ethan
0663,,0x9868,159,295,yes,Lyra
0664,,0xE7D4,30,283,yes,Mother
0665,,0xD4C8,12,460,yes,Bill
0666,,0x8871,58,489,yes,Prof. Oak
0667,,0xF8CA,42,527,yes,Baoba
0668,,0x7BDB,8,169,no,
0669,,0xA65D,22,311,yes,Tiffany
0670,,0xF278,12,388,yes,Alfred
0671,,0xD439,16,226,yes,Jose
0672,,0x3DD8,13,150,yes,Erin
0673,,0x73AE,12,260,yes,Torin
0674,,0xD0CA,12,313,yes,Huey
0675,,0x105B,13,247,yes,Joey
0676,,0x61B4,14,226,yes,Wilton
0677,,0x7B22,13,233,yes,Jamie
0678,,0x983B,13,305,yes,Ernest
0679,,0x440C,15,405,yes,Kay & Tia
0680,,0x9402,32,354,yes,Liz
0681,,0xB59E,15,146,yes,Rob
0682,,0x7DE7,15,364,yes,Josh
0683,,0xB742,20,196,yes,Billy
0684,,0xF694,17,201,yes,Wade
0685,,0x58F2,23,286,yes,Chad
0686,,0x0AEB,13,322,yes,Hillary
0687,,0x785B,12,536,yes,Kyler
0688,,0x37BB,23,252,yes,Brent
0689,,0xC7A2,14,194,yes,Alan
0690,,0xB332,12,243,yes,Beverly
0691,,0xADB1,41,301,yes,Irwin
0692,,0xD5B0,15,271,yes,Doug
0693,,0xF734,14,357,yes,Derek
0694,,0x0753,14,266,yes,Tully
0695,,0x4FEA,16,235,yes,Gina
0696,,0x71FF,13,181,yes,Vance
0697,,0xFB25,12,951,yes,Kyle
0698,,0xC68C,12,182,yes,Reena
0699,,0x3298,12,304,yes,Kenny
0700,,0x6819,14,227,yes,Dana
0701,,0x4EF1,15,288,yes,Reese
0702,,0x08DD,12,454,yes,Tim & Sue
0703,,0xC06F,13,312,yes,Ian
0704,,0x1597,24,148,yes,Jack
0705,,0x18A5,13,212,yes,Gaven
0706,,0x10B2,13,174,yes,Kenji
0707,,0x61FF,15,505,yes,Tanner
0708,,0xE16A,12,270,yes,Parry
0709,,0x29BD,15,273,yes,Aiden
0710,,0x75D8,13,276,yes,Walt
0711,,0xC966,12,277,yes,Anthony
0712,,0xF8A4,12,217,yes,Ralph
0713,,0xF4D4,11,235,yes,Todd
0714,,0xFDD2,11,243,yes,Arnie
0715,,0x30D9,12,279,yes,Krise
0716,,0xE53B,45,348,yes,Prof. Elm
0717,,0x5FBD,1,95,no,
0718,,0xD916,5,4,no,
0719,,0x3329,1,29,yes,TOUCH TO START
0720,,0x5154,311,16,no,-
0721,,0x5155,311,16,no,-
0722,,0x5156,311,57,no,-
0723,,0x069B,921,81,no,Here I come!
0724,,0x8A40,945,134,no,And we’re off!
0725,,0xD524,130,60,no,
0726,,0x3A9C,4,23,yes,Battle?
0727,,0x409E,28,66,yes,ID No.
0728,,0x515C,1717,278,no,...Humph! You’re doing OK for someone weak.
0729,,0x515D,738,25,yes,
0730,,0x5054,129,16,no,[PK][MN] Trainer
0731,,0x5055,129,18,no,a [PK][MN] Trainer
0732,,0x44BE,39,112,no,
0733,,0xC550,63,147,no,
0734,,0x61CF,35,97,no,
0735,,0x5051,20,8,no,Normal
0736,,0x111A,1,282,no,
0737,,0x3043,279,39,no,
0738,UNION,0x87FC,220,243,yes,
0739,,0xB3A8,40,55,no,
0740,,0x4313,6,119,no,"I have removed the boulder that was in the way, but it may still take some\ftime to flatten the ground..."
0741,,0x4427,2,135,no,The beach to Route 19 is closed indefinitely due to the Cinnabar\fvolcano’s eruption. I wonder if the people of Cinnabar
0742,,0x4F37,2,108,no,Seafoam Islands ...Somebody put a notice under the sign! The Cinnabar Gym has moved here. Leader: Blaine
0743,,0x4F33,3,32,no,
0744,,0x5737,21,216,no,You have to warm up before going into the water. That’s basic.
0745,,0xD487,5,200,no,What? I’m the first to arrive! There will soon be a Battle Frontier past here. I’m in line to be the first one there. I 
0746,,0x5733,30,66,no,
0747,,0x93CB,40,192,yes,Teach which move to ?
0748,,0xF24C,41,205,yes,BP
0749,,0x575D,923,127,no,
0750,,0x5654,923,15,no,-
0751,,0x5655,923,15,no,-
0752,,0xE02A,56,190,yes,"Monica: Glad to meet you. I’m Monica of Monday. As a token of our friendship, I have a gift for you!"
0753,,0xB1B6,3,15,no,Lighting Event
0754,,0xA6C8,4,54,yes,
0755,,0x60A5,11,19,no,SWALOT Plop
0756,,0x302D,27,10,no,Bell 01
0757,,0xC0DC,29,273,yes,PLAZA NEWS
0758,,0x1C97,50,17,no,Calm & relaxed
0759,,0x1C9B,50,18,no,Battling
0760,,0x1C9F,50,17,no,Pokédex filling
0761,,0x27E9,50,67,no,What sort of adventure do you like?
0762,,0x5E31,10,12,no,Yes
0763,,0x5E3D,10,13,no,No
0764,,0x5E39,10,17,no,"No, but want to"
0765,,0x654F,10,66,no,Have you ever seen a Pokémon movie?
0766,,0xB710,910,161,yes,
0767,,0xB34B,3,13,no,Good morning.
0768,,0x3F3B,3,8,no,Bonjour.
0769,,0xFE5E,3,13,no,Guten Morgen.
0770,,0x8CA6,3,11,no,Buongiorno.
0771,,0x9043,3,6,no,おはよう！
0772,,0x395B,3,14,no,Buenos días.
0773,,0x81CC,6,16,no,
0774,,0x81D4,23,90,yes,Enter Battle Room Number (01-) ...B Button: Cancel
0775,,0xD561,216,77,yes,
0776,,0x3C61,37,397,yes,Would you like to play ?
0777,,0x7730,126,395,yes,Welcome to the Wi-Fi Plaza! Every guest is loaned a Tap Toy. Here’s yours!
0778,,0x3D5B,151,120,yes,
0779,,0xF420,67,116,yes,PAL PAD
0780,,0x8194,25,32,no,None
0781,,0x9DC4,8,17,no,None
0782,,0x8194,28,19,no,None
0783,,0x4DA1,14,25,no,None
0784,,0x69A1,32,12,no,None
0785,,0xDDF4,17,22,no,None
0786,,0x05E9,18,21,no,None
0787,,0x6D89,7,13,no,None
0788,,0x01B5,23,20,no,None
0789,,0xC1F0,13,24,no,None
0790,,0x71D9,36,27,no,None
0791,,0x19CD,21,21,no,None
0792,,0x09E9,51,19,no,None
0793,,0xF5B8,21,16,no,None
0794,,0xF530,17,19,no,None
0795,,0x1D5D,8,29,no,None
0796,,0x950C,25,28,no,None
0797,,0x852C,52,15,no,None
0798,,0x9EB7,234,34,no,None
0799,,0x9FE7,18,59,no,
0800,,0xD2DA,33,223,yes,"Unable to connect to Nintendo Wi-Fi Connection.  For help, check the software Instruction Booklet, or visit support.nint"
0801,,0xA1AC,6,64,yes,Press the X Button over a dot to display the player’s location.
0802,,0x2A25,158,42,yes,SEEN
0803,,0x5349,1075,179,no,The seed on its back is filled with nutrients. The seed grows steadily larger as its body grows.
0804,,0x7546,493,126,no,"It carries a seed on its back right from birth. As it grows older, the seed also grows larger."
0805,,0x754A,493,110,no,"For some time after its birth, it grows by gaining nourishment from the seed on its back."
0806,,0x754E,493,119,no,"Au matin de sa vie, la graine sur son dos lui fournit les éléments dont il a besoin pour grandir."
0807,,0x7552,493,111,no,Nach der Geburt nimmt es für eine Weile Nährstoffe über den Samen auf seinem Rücken auf.
0808,,0x7556,493,114,no,"Dopo la nascita, cresce traendo nutrimento dal seme piantato sul suo dorso."
0809,,0x755A,493,109,no,"Después de nacer, crece alimentándose de la semilla de su lomo."
0810,,0x755E,493,58,no,うまれてから　しばらくの　あいだは せなかの　タネから　えいようを もらって　おおきく　そだつ。
0811,,0x524B,1095,56,no,
0812,,0x5248,1076,11,no,????.? lbs.
0813,,0x5249,1076,11,no,????.? lbs.
0814,,0x524E,1076,7,no,???’??”
0815,,0x524F,1076,7,no,???’??”
0816,,0xBEA9,494,19,no,????? Pokémon
0817,,0x524D,1393,10,no,-----
0818,,0x7DF2,494,10,no,----------
0819,,0x7DFE,494,10,no,----------
0820,,0x7DFA,494,10,no,----------
0821,,0x7DE6,494,10,no,----------
0822,,0x7DE2,494,5,no,－－－－－
0823,,0x5149,1076,21,no,????? Pokémon
0824,,0xB471,494,20,no,Pokémon ?????
0825,,0xB47D,494,15,no,?????
0826,,0xB479,494,19,no,Pokémon ?????
0827,,0xB465,494,19,no,Pokémon (?)
0828,,0xB461,494,10,no,？？？？？ポケモン
0829,,0x5143,1,41,yes,a Custom Item
0830,,0x504A,537,172,no,???
0831,,0x504B,537,46,yes,???
0832,,0x5048,537,52,yes,None
0833,,0x5049,537,53,yes,None
0834,,0x504E,102,159,no,A mysterious scale that causes a certain Pokémon to evolve. It shines in rainbow colors.
0835,,0x504F,102,45,yes,a Prism Scale
0836,,0x504C,102,44,yes,Prism Scales
0837,,0x504D,102,45,yes,a Prism Scale
0838,,0x5042,137,147,no,"An item to be held by a Pokémon. If the holder is hit with a move it’s weak to, this policy sharply boosts its Attack an"
0839,,0x5043,137,47,yes,a Weakness Policy
0840,,0x574A,137,52,yes,Weakness Policies
0841,,0x574B,137,54,yes,a Weakness Policy
0842,,0x5748,298,158,no,This is a crystallized form of Z-Power. It upgrades Normal-type moves to Z-Moves.
0843,,0x5749,298,50,yes,a Normalium Z
0844,,0x574E,298,57,yes,pieces of Normalium Z
0845,,0x574F,298,58,yes,a piece of Normalium Z
0846,,0x574C,755,181,no,A letter of recommendation that you’ll need in order to participate in the Gym Challenge.
0847,,0x574D,750,49,yes,an Endorsement
0848,,0x5742,750,59,yes,letters of Endorsement
0849,,0x5743,750,60,yes,a letter of Endorsement
0850,,0x564A,729,173,no,"The latest model of smartphone. A Pokémon called Rotom lives within it, and it can be used to run all sorts of handy app"
0851,,0x564B,650,50,yes,a Rotom Phone
0852,,0x5648,650,59,yes,Rotom Phones
0853,,0x5649,650,60,yes,a Rotom Phone
0854,,0x480A,0,0,no,
0855,,0x480A,0,0,no,
0856,,0x6552,0,0,no,
0857,,0x6369,0,0,no,
0858,,0x6369,0,0,no,
0859,,0x80E2,0,0,no,
0860,,0x6972,0,0,no,
0861,,0x6672,0,0,no,
0862,,0x80E2,0,0,no,
0863,,0x5254,0,0,no,
0864,,0x5254,0,0,no,
0865,,0x202E,0,0,no,
0866,,0x0D6D,0,0,no,
0867,,0x2020,0,0,no,
0868,,0x6775,0,0,no,
0869,,0x6C6C,0,0,no,
0870,,0x5254,0,0,no,
0871,,0x636C,0,0,no,
0872,,0x5254,0,0,no,
0873,,0x6472,0,0,no,
0874,,0x2020,0,0,no,
0875,,0x2020,0,0,no,
0876,,0x0D20,0,0,no,
0877,,0x6165,0,0,no,
0878,,0x4E4C,0,0,no,
0879,,0x6C6C,0,0,no,
0880,,0x2020,0,0,no,
0881,,0x2020,0,0,no,
0882,,0x2020,0,0,no,
0883,,0x6565,0,0,no,
0884,,0x4954,0,0,no,
0885,,0x636C,0,0,no,
0886,,0x7562,0,0,no,
0887,,0x6E65,0,0,no,
0888,,0x5254,0,0,no,
0889,,0x7369,0,0,no,
