script_file,maps_using_script,script_count,function_count,action_count,message_refs,item_refs,pokemon_refs,flag_refs,var_refs,top_commands,total_commands
0190,SUB PATH 1; SUB PATH 2; SUB PATH 3; SUB PATH 4; RT 5 AREA 3,1,0,0,,,,,,SetIconBoard(1); ShowBoard(1); WaitBoard(1); CloseBoard(1); CommonScript(1); End(1),6
0191,ROCK CAVE 01; RT 5 AREA 4,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0192,R10PC0101,4,1,0,0; 1; 2; 3,,,280,0x8007,End(5); PlayFanfare(4); LockAll(4); FacePlayer(4); Message(4); WaitButton(4); CloseMessage(4); ReleaseAll(4); SetVar(1); CommonScript(1),37
0193,R10PC0102,1,0,0,,,,,,End(1),1
0194,,1,0,0,,,,,,SetIconBoard(1); ShowBoard(1); WaitBoard(1); CloseBoard(1); CommonScript(1); End(1),6
0195,R10R0201,9,3,0,3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15,,,289,,Message(13); CloseMessage(13); WaitButton(12); ReleaseAll(12); End(12); PlayFanfare(9); LockAll(9); FacePlayer(7); JumpIf(4); CompareVarValue(2),113
0196,R10R0202,10,6,9,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19,ITEM_MACHINE_PART; ITEM_MACHINE_PART,,280; 288; 289; 596; 600; 601; 763; 764,0x40FF; 0x411B; 0x411C; 0x8004; 0x8005,End(25); Message(21); CloseMessage(19); ReleaseAll(16); WaitButton(15); PlayFanfare(10); LockAll(10); Movement(10); FacePlayer(9); JumpIf(7),232
0197,-; ICE CAVE 01; RT 5 AREA 5; RT 6 AREA 1; RT 6 AREA 2; RT 6 AREA 3; RT 6 AREA 4,4,5,0,2; 3,,,164; 2456; 249; 371; 609,,End(8); SetFlag(5); JumpIf(4); RemoveOW(4); CompareVarValue(3); ReleaseAll(3); Message(2); CloseMessage(2); CheckFlag(2); ShowBoard(2),57
0198,,2,2,0,0; 1,,,249,0x4085,End(3); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); SetVar(1); PlayFanfare(1); LockAll(1); FacePlayer(1); CheckFlag(1),18
0199,STEEL CAVE 01; RT 7 AREA 1; RT 7 AREA 2; RT 7 AREA 3,6,14,6,2; 3,,,164; 249; 371; 393; 638; 795,,End(22); JumpIf(14); CompareVarValue(12); Movement(9); CloseMessage(8); ReleaseAll(8); SetFlag(8); WalkNorth8(8); GetCommonMessageArchive(7); MessageFromArchive(7),203
0200,HOME 57 SROD,1,2,0,0; 1; 2; 3,,,,0x8004; 0x8005,Message(5); WaitButton(3); CloseMessage(3); ReleaseAll(3); End(3); CompareVarValue(2); JumpIf(2); SetVar(2); PlayFanfare(1); LockAll(1),31
0201,ROCK CAVE 02; RT 8 AREA 1; RT 8 AREA 2; VOLTIC CAVE 4; RT 8 AREA 3; RT 8 AREA 4,3,0,0,,,,,,ShowBoard(3); WaitBoard(3); CommonScript(3); End(3); SetIconBoard(2); CloseBoard(2); SetTextBoard(1); BoardMessage(1),18
0202,-; ICE CAVE 02; RT 9 AREA 1; RT 9 AREA 2; RT 9 AREA 3; RT 9 AREA 4; RT 9 AREA 5,1,0,0,,,,,,End(1),1
0203,STEEL CAVE 02; RT 10 AREA 1; RT 10 AREA 2,1,0,0,,,,,,SetIconBoard(1); ShowBoard(1); WaitBoard(1); CloseBoard(1); CommonScript(1); End(1),6
0204,,1,0,0,0,,,,,PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); End(1),8
0205,RT 12 AREA 1; RT 12 AREA 2; RT 12 AREA 3,2,0,0,,,,329,,End(2); CyclingRoad(1); SetFlag(1); SetTextBoard(1); ShowBoard(1); WaitBoard(1); BoardMessage(1); CommonScript(1),9
0206,,2,3,0,0; 1; 2; 3; 4; 5,,,2746,,Message(6); WaitButton(5); CloseMessage(5); ReleaseAll(5); End(5); JumpIf(4); CompareVarValue(3); PlayFanfare(2); LockAll(2); FacePlayer(2),46
0207,BIKE GATE 01,4,2,2,0; 1,,,329,0x4129; 0x412A,End(8); SetVar(4); ReleaseAll(3); CyclingRoad(3); LockAll(2); Message(2); CloseMessage(2); JumpIf(2); Movement(2); WaitMovement(2),47
0208,,1,0,0,,,,329,,ClearFlag(1); End(1),2
0209,BIKE ROAD TOP,2,0,0,,,,,,CyclingRoad(2); End(2),4
0210,RT 11 AREA 1; RT 11 AREA 2; RT 11 AREA 3; RT 11 AREA 4; RT 11 AREA 5,2,0,0,,,,,,End(2); SetIconBoard(1); ShowBoard(1); WaitBoard(1); CloseBoard(1); CommonScript(1),7
0211,BIKE GATE 02,4,2,2,0; 1,,,329,0x4129; 0x412A,End(8); SetVar(4); ReleaseAll(3); CyclingRoad(3); LockAll(2); Message(2); CloseMessage(2); JumpIf(2); Movement(2); WaitMovement(2),47
0212,-,5,11,30,2; 3; 4; 5; 6; 7; 8; 9; 10,,,393; 638; 769; 771; 785,0x40FE,End(43); Movement(38); WaitMovement(26); CloseMessage(22); WalkNorth8(16); JumpIf(12); CompareVarValue(11); Message(9); FadeScreen(9); WaitFadeScreen(9),390
0213,,9,38,22,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16,,,2513; 299; 300; 393; 624,0x4005; 0x4110,End(46); JumpIf(35); Movement(30); CompareVarValue(29); Jump(23); Message(20); WaitMovement(18); CloseMessage(16); ReleaseAll(15); WaitButton(11),394
0214,,1,0,0,,,,,,End(1),1
0215,-,5,12,8,0; 2; 3; 4; 5; 6; 7; 8; 9,,,597; 599,0x4087,End(18); Movement(10); Message(9); ReleaseAll(8); CompareVarValue(7); JumpIf(7); Jump(7); CloseMessage(7); FacePlayer(5); LockAll(4),137
0216,-,10,42,26,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 13; 14; 16; 17; 18; 19,,,164; 290; 373; 393; 595; 598; 673; 674; 684; 690; 717; 777,0x4002; 0x4088; 0x4089; 0x8004; 0x8005,End(57); JumpIf(46); CompareVarValue(42); Movement(42); Message(25); CloseMessage(21); Jump(20); ReleaseAll(20); SetFlag(17); WaitMovement(16),540
0217,,1,52,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17,,,334,0x8004; 0x8005,Jump(50); JumpIf(44); CompareVarValue(43); Message(29); SetVar(20); CloseMessage(4); SetVarFromVariable(4); ReleaseAll(3); End(3); CommonScript(3),229
0218,ULURU 1 A1; ULURU 1 A2; ULURU 1 A3,4,8,5,,,,393; 638,,End(15); JumpIf(9); CompareVarValue(8); GetCommonMessageArchive(7); MessageFromArchive(7); Movement(7); CloseMessage(6); FadeScreen(6); WaitFadeScreen(6); WalkNorth8(6),149
0219,RADE 07 HS31,2,0,0,0; 1; 2,,,,,Message(3); CloseMessage(3); PlayFanfare(2); LockAll(2); FacePlayer(2); FadeScreen(2); WaitFadeScreen(2); WaitButton(2); ReleaseAll(2); End(2),27
0220,RT 9 HS32,1,1,0,0; 1; 2,,,,,Message(3); CloseMessage(3); OpenTouchScreen(2); YesNoTouchScreen(2); CloseTouchScreen(2); CompareVarValue(2); JumpIf(2); ReleaseAll(2); End(2); PlayFanfare(1),24
0221,RT 14 AREA 1; RT 14 AREA 5; RT 14 AREA 6; RT 14 AREA 2; RT 14 AREA 3; RT 14 AREA 4,5,4,4,0; 1,,,360,0x408A,End(11); Message(4); CloseMessage(4); Movement(4); WaitButton(3); ReleaseAll(3); WaitMovement(3); JumpIf(3); WalkWest8(3); LockAll(2),65
0222,HOTEL 2 HS33,1,3,0,0; 1; 2; 3,,,233,0x8004; 0x8005,Message(5); CloseMessage(4); ReleaseAll(4); End(4); JumpIf(3); WaitButton(3); CompareVarValue(2); SetVar(2); CommonScript(2); PlayFanfare(1),37
0223,RT 19 AREA 1; RT 19 AREA 2; RT 19 AREA 3,2,0,0,,,,,0x4126,End(2); SetVar(1); SetIconBoard(1); ShowBoard(1); WaitBoard(1); CloseBoard(1); CommonScript(1),8
0224,DALI 10 HS54,3,10,5,0; 1; 2; 3,,,311,0x4126; 0x8004; 0x8005,End(11); JumpIf(10); Movement(10); CompareVarValue(9); Message(8); Jump(7); CloseMessage(5); ReleaseAll(5); WaitMovement(5); SetVar(5),107
0225,ULURU 2 A1; ULURU 2 A2,9,43,56,2; 9; 10; 11; 12; 13; 14,,,154; 216; 2748; 420; 421; 519,0x408B; 0x8004; 0x8005,End(75); Movement(63); WalkWest8(54); CompareVarValue(35); JumpIf(35); WalkEast8(34); Jump(32); WalkSouth8(32); Delay8(20); CloseMessage(18),611
0226,MELT 12 GV03,3,0,0,0; 1,,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17
0227,RT 13 AREA 1; RT 13 AREA 2; RT 13 AREA 3; RT 13 AREA 4; RT 13 AREA 5; RT 13 AREA 6; RT 13 AREA 7,11,5,11,0; 1; 2; 3; 4; 5; 6; 8; 13,,,107; 109; 167; 238; 591,0x408C; 0x4095; 0x8004; 0x8005; 0x8006,End(24); SetVar(14); Movement(13); Message(11); WaitMovement(11); CloseMessage(9); ReleaseAll(8); CommonScript(8); LockAll(7); PlayFanfare(6),211
0228,LOBA 05 HS09,1,1,0,0; 2; 3,,,109,0x408C; 0x8004; 0x8005,Message(3); SetVar(3); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); CheckFlag(1),21
0229,,4,14,15,2; 3; 4; 5; 6; 7; 10; 11; 12; 15; 19; 20; 23; 26; 27,0x8004,,107; 108; 201; 263; 400; 405; 412; 413; 789; 790,0x4073; 0x408C; 0x40F9; 0x4107; 0x4108; 0x8004; 0x8005,End(29); CloseMessage(20); Movement(19); Message(17); JumpIf(15); WaitMovement(15); SetVar(15); ReleaseAll(12); CompareVarValue(10); WaitButton(8),287
0230,ULURU 3 A1; ULURU 3 A2,6,21,4,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 15,,,,0x4114; 0x8004; 0x8005,JumpIf(25); CompareVarValue(22); End(19); Message(19); SetVar(17); CloseMessage(14); Jump(12); ReleaseAll(12); WaitButton(11); FadeScreen(8),237
0231,MELT 13 GH01,3,16,29,0,,,,0x4132; 0x8004; 0x8005,Movement(44); End(34); CompareVarValue(18); JumpIf(18); WalkWest8(18); WaitMovement(16); Jump(14); WalkWest4(14); SetInvisible(13); GenderMessage(9),312
0232,UNDARA AREA 1; UNDARA AREA 2; UNDARA AREA 3; UNDARA AREA 4,2,20,0,,,,,,CreateMultiTouchBox(30); CompareVarValue(30); JumpIf(30); FadeScreen(30); WaitFadeScreen(30); End(22); ReleaseAll(21); Warp(15); GetCommonMessageArchive(4); OpenTouchScreen(4),231
0233,SYDT 02 PC05,4,8,0,0; 3; 4; 5; 6; 7; 8; 9; 10; 11,,,117; 372,0x8004; 0x8005; 0x8007,End(11); Message(11); CloseMessage(9); ReleaseAll(9); JumpIf(8); SetVar(7); WaitButton(7); CommonScript(6); CompareVarValue(6); PlayFanfare(3),98
0234,SYDT 03 PCR05,1,0,0,,,,,,End(1),1
0235,DANB 01 GH02,4,0,0,0; 1; 2,,,,,End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); Message(3); WaitButton(3); CloseMessage(3); ReleaseAll(3),25
0236,PRIMAL CAVE 1; -; -,2,0,0,0,,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1); SetIconBoard(1); ShowBoard(1),14
0237,SHALLOW C 1; SHALLOW C 2; SHALLOW C 3; SHALLOW C 4,13,48,46,18; 19; 21; 22; 23; 24; 26; 27; 28; 30; 32; 46; 47; 48; 49,,,393; 465; 466; 638,0x4004; 0x408E; 0x4097; 0x8004; 0x8005,Movement(77); End(74); JumpIf(50); CompareVarValue(48); WaitMovement(39); Jump(33); CloseMessage(33); Message(23); ReleaseAll(22); WalkNorth8(20),753
0238,BAIR 05 DCARE,2,2,16,,,,557,0x408E,Movement(22); End(19); GenderMessage(13); WaitMovement(12); CloseMessage(11); Delay8(7); RemoveOW(4); WalkSouth8(4); TextPlayerName(3); WalkNorth8(3),151
0239,SYDT 06 GV06,3,2,0,0; 2; 3; 4,,,131,0x8004; 0x8005,Message(4); CloseMessage(4); ReleaseAll(4); End(4); PlayFanfare(3); LockAll(3); FacePlayer(3); WaitButton(3); JumpIf(2); SetVar(2),42
0240,RT 15 AREA 1; SKY PILLAR 01,5,10,5,21,,,393; 461; 462; 638,,End(17); JumpIf(14); CompareVarValue(13); ClearFlag(8); CloseMessage(7); GetCommonMessageArchive(7); MessageFromArchive(7); Movement(7); SetFlag(7); WaitButton(6),176
0241,LOBA 07 GV01,2,12,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 13; 14; 15; 16,,,138; 181,0x4114; 0x8004; 0x8005,Message(17); JumpIf(13); CloseMessage(13); ReleaseAll(13); End(13); WaitButton(12); CompareVarValue(10); SetVar(6); CheckFlag(3); PlayFanfare(2),123
0242,,13,33,24,0; 3; 5; 6; 7; 8; 9; 10,,,393; 451; 452; 638,,End(49); Movement(34); JumpIf(30); CompareVarValue(27); Jump(21); ReleaseAll(20); WaitMovement(20); CloseMessage(15); LockAll(14); LockFollowingPoke(14),468
0243,ULURU 4 A1; ULURU 4 A2; ULURU 4 A3,11,35,10,0; 1; 2; 3; 5; 7; 8; 13; 14; 15; 16; 17; 18,ITEM_SQUIRT_BOTTLE; ITEM_SQUIRT_BOTTLE,,164; 177; 180; 181; 2748; 361; 450; 452; 463; 464,0x8004; 0x8005,End(42); JumpIf(36); CompareVarValue(35); Message(23); ReleaseAll(22); Movement(20); CloseMessage(20); WaitMovement(18); SetVar(16); SetFlag(15),429
0244,MELT 11 GV02,3,0,0,0; 1,,,,,End(3); PlayFanfare(2); LockAll(2); FacePlayer(2); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2),17
0245,,3,16,7,,,,451; 452,,End(15); JumpIf(12); CompareVarValue(11); Jump(11); Movement(10); WaitMovement(9); LockFollowingPoke(7); WaitFollowingPoke(7); SetFollowingPokeMovement(7); FadeScreen(6),160
0246,SPEAR PLR 1; SPEAR PLR 2,4,10,0,,,,165; 2748; 451,0x8004; 0x8005,End(11); MessageFromArchive(9); JumpIf(8); GetCommonMessageArchive(8); CloseMessage(7); ReleaseAll(7); CompareVarValue(6); WaitButton(6); CommonScript(4); GetDayOfWeek(3),99
0247,RT 18 AREA 1; RT 18 AREA 2; RT 18 AREA 3; RT 18 AREA 4,3,0,0,,,,,,End(3); ShowBoard(2); WaitBoard(2); CommonScript(2); SetIconBoard(1); CloseBoard(1); SetTextBoard(1); BoardMessage(1),13
0248,TROO 01 GH 09,2,0,0,0,,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1),9
0249,HAUNT AREA 1; HAUNT AREA 2; HAUNT AREA 3; HAUNT AREA 4; HAUNT AREA 5,8,26,13,3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,,,354; 393; 550; 552; 638; 788,0x408F,JumpIf(32); End(30); CompareVarValue(29); Message(21); Movement(18); Jump(17); CloseMessage(14); ReleaseAll(11); ClearFlag(11); WaitButton(9),372
0250,,2,10,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 10; 11,0x8004,,168; 170; 171,0x4000; 0x4001; 0x8004; 0x8005,Message(11); CloseMessage(9); ReleaseAll(9); End(9); SetVar(9); JumpIf(8); WaitButton(8); CompareVarValue(7); HideMoney(4); CheckFlag(3),108
0251,,5,21,2,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20,0x8004; 0x8004,,168; 169; 170; 172; 173; 174; 175; 176; 256; 257; 550,0x8000; 0x8001; 0x8002; 0x8004; 0x8005; 0x8006,Message(29); JumpIf(25); End(21); CloseMessage(18); ReleaseAll(16); CheckFlag(13); CompareVarValue(12); SetFlag(11); SetVar(10); WaitButton(9),249
0252,MANSION A1; MANSION A2,6,10,19,5; 6; 7; 8; 9,,,669; 670; 671; 675,0x4070; 0x4071; 0x4091; 0x4092; 0x8004; 0x8005,End(26); Movement(22); WaitMovement(14); CompareVarValue(9); JumpIf(9); Jump(9); SetVar(9); WalkWest8(9); CommonScript(8); Message(7),234
0253,,2,0,0,0,,,,,End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); Message(1); WaitButton(1); CloseMessage(1); ReleaseAll(1),9
0254,RT 17 AREA 1; RT 17 AREA 2; RT 17 AREA 3; RT 17 AREA 4; RT 17 AREA 5; RT 17 AREA 6; RT 17 AREA 7; RT 17 AREA 8,4,0,0,,,,,,End(4); ShowBoard(3); WaitBoard(3); CommonScript(3); SetIconBoard(2); CloseBoard(2); SetTextBoard(1); BoardMessage(1),19
0255,DANB 09 GV04,1,1,0,0; 1,,,202,,Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); End(2); PlayFanfare(1); LockAll(1); FacePlayer(1); CheckFlag(1); JumpIf(1),15
0256,WLDA01 GV07,4,10,8,0; 1; 2; 3; 4; 6,,,202; 206,0x410F; 0x8004; 0x8005,End(16); Message(10); CloseMessage(8); Movement(8); JumpIf(6); Jump(6); SetVar(5); WaitButton(4); ReleaseAll(4); CompareVarValue(4),130
0257,,3,0,0,,,,,,End(3); ShowBoard(2); WaitBoard(2); CommonScript(2); SetTextBoard(1); BoardMessage(1); SetIconBoard(1); CloseBoard(1),13
0258,UNDARA CAVE 3; UNDARA CAVE 4,5,7,4,0,,,393; 638,,End(15); JumpIf(8); GetCommonMessageArchive(7); MessageFromArchive(7); CompareVarValue(7); CloseMessage(7); WaitButton(6); ReleaseAll(6); FadeScreen(6); WaitFadeScreen(6),146
0259,UNDARA CAVE 2,3,1,0,2; 3,,,121,,End(4); Message(2); WaitButton(2); CloseMessage(2); ReleaseAll(2); ShowBoard(2); WaitBoard(2); CommonScript(2); PlayFanfare(1); LockAll(1),27
0260,,5,18,4,0; 1; 2; 3; 4; 5; 6; 7; 8; 9,,,2404; 2505; 337; 343; 393; 772,0x40EB,JumpIf(20); End(20); SetWarpPosition(18); CompareVarValue(15); Message(12); CloseMessage(9); SetFlag(8); ReleaseAll(8); Jump(7); Movement(7),177
0261,,3,8,5,,,,393; 638,,End(14); JumpIf(9); CompareVarValue(8); GetCommonMessageArchive(7); MessageFromArchive(7); Movement(7); CloseMessage(6); FadeScreen(6); WaitFadeScreen(6); WalkNorth8(6),143
0262,,7,12,0,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,,,,0x40E3,End(12); Message(11); ReleaseAll(11); CloseMessage(10); CompareVarValue(9); JumpIf(9); FadeScreen(8); WaitFadeScreen(8); CloseTouchScreen(7); MecScript(6),134
0263,,1,21,0,0; 1; 5; 6; 7; 10; 11; 12; 13; 14; 15,0x4000; 0x4000; 0x4002; 0x4002; 0x4004; 0x4004,,255,0x8000,CompareVarValue(20); Message(18); JumpIf(15); Jump(11); TextNumber(10); Return(9); CallIf(6); CheckItemSpace(6); PlaySound(6); GiveItem(6),172
0264,,6,11,0,0,,,,0x8000,Call(19); Jump(12); CompareVarValue(12); JumpIf(12); PlayFanfare(6); LockAll(6); SetVar(6); SetVarFromVariable(6); Return(4); CreateMultiTouchBox(4),102
0265,,2,42,0,0; 1; 2; 3; 4; 5; 6; 9; 10; 11; 12; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 47; 48; 49; 50,,,103; 104; 2450; 2462,0x408E; 0x8000; 0x8001; 0x800C,Message(47); CompareVarValue(43); JumpIf(42); CloseMessage(24); End(24); WaitButton(23); ReleaseAll(23); CloseTouchScreen(20); Jump(17); HideMoney(14),401
0266,,0,0,0,,,,,,,0
0267,,0,0,0,,,,,,,0
0268,,0,0,0,,,,,,,0
0269,,0,0,0,,,,,,,0
0270,,0,0,0,,,,,,,0
0271,,0,0,0,,,,,,,0
0272,,0,0,0,,,,,,,0
0273,,0,0,0,,,,,,,0
0274,,0,0,0,,,,,,,0
0275,,0,0,0,,,,,,,0
0276,,0,0,0,,,,,,,0
0277,,0,0,0,,,,,,,0
0278,,0,0,0,,,,,,,0
0279,,0,0,0,,,,,,,0
0280,,0,0,0,,,,,,,0
0281,,0,0,0,,,,,,,0
0282,,0,0,0,,,,,,,0
0283,,0,0,0,,,,,,,0
0284,,0,0,0,,,,,,,0
0285,,0,0,0,,,,,,,0
0286,,0,0,0,,,,,,,0
0287,,0,0,0,,,,,,,0
0288,,0,0,0,,,,,,,0
0289,,0,0,0,,,,,,,0
0290,,0,0,0,,,,,,,0
0291,,0,0,0,,,,,,,0
0292,,0,0,0,,,,,,,0
0293,,0,0,0,,,,,,,0
0294,,0,0,0,,,,,,,0
0295,,0,0,0,,,,,,,0
0296,,0,0,0,,,,,,,0
0297,,0,0,0,,,,,,,0
0298,,0,0,0,,,,,,,0
0299,,0,0,0,,,,,,,0
0300,,0,0,0,,,,,,,0
0301,,0,0,0,,,,,,,0
0302,,0,0,0,,,,,,,0
0303,,0,0,0,,,,,,,0
0304,,0,0,0,,,,,,,0
0305,,0,0,0,,,,,,,0
0306,,0,0,0,,,,,,,0
0307,,0,0,0,,,,,,,0
0308,,0,0,0,,,,,,,0
0309,,0,0,0,,,,,,,0
0310,,0,0,0,,,,,,,0
0311,,0,0,0,,,,,,,0
0312,,0,0,0,,,,,,,0
0313,,0,0,0,,,,,,,0
0314,,0,0,0,,,,,,,0
0315,,0,0,0,,,,,,,0
0316,,0,0,0,,,,,,,0
0317,,0,0,0,,,,,,,0
0318,,0,0,0,,,,,,,0
0319,,0,0,0,,,,,,,0
0320,,0,0,0,,,,,,,0
0321,,0,0,0,,,,,,,0
0322,,0,0,0,,,,,,,0
0323,,0,0,0,,,,,,,0
0324,,0,0,0,,,,,,,0
0325,,0,0,0,,,,,,,0
0326,,0,0,0,,,,,,,0
0327,,0,0,0,,,,,,,0
0328,,0,0,0,,,,,,,0
0329,,0,0,0,,,,,,,0
0330,,0,0,0,,,,,,,0
0331,,0,0,0,,,,,,,0
0332,,0,0,0,,,,,,,0
0333,,0,0,0,,,,,,,0
0334,,0,0,0,,,,,,,0
0335,,0,0,0,,,,,,,0
0336,,0,0,0,,,,,,,0
0337,,0,0,0,,,,,,,0
0338,,0,0,0,,,,,,,0
0339,,0,0,0,,,,,,,0
0340,,0,0,0,,,,,,,0
0341,,0,0,0,,,,,,,0
0342,,0,0,0,,,,,,,0
0343,,0,0,0,,,,,,,0
0344,,0,0,0,,,,,,,0
0345,,0,0,0,,,,,,,0
0346,,0,0,0,,,,,,,0
0347,,0,0,0,,,,,,,0
0348,,0,0,0,,,,,,,0
0349,,0,0,0,,,,,,,0
0350,,0,0,0,,,,,,,0
0351,,0,0,0,,,,,,,0
0352,,0,0,0,,,,,,,0
0353,,0,0,0,,,,,,,0
0354,,0,0,0,,,,,,,0
0355,,0,0,0,,,,,,,0
0356,,0,0,0,,,,,,,0
0357,,0,0,0,,,,,,,0
0358,,0,0,0,,,,,,,0
0359,,0,0,0,,,,,,,0
0360,,0,0,0,,,,,,,0
0361,,0,0,0,,,,,,,0
0362,,0,0,0,,,,,,,0
0363,,0,0,0,,,,,,,0
0364,,0,0,0,,,,,,,0
0365,,0,0,0,,,,,,,0
0366,,0,0,0,,,,,,,0
0367,,0,0,0,,,,,,,0
0368,,0,0,0,,,,,,,0
0369,,0,0,0,,,,,,,0
0370,,0,0,0,,,,,,,0
0371,,0,0,0,,,,,,,0
0372,,0,0,0,,,,,,,0
0373,,0,0,0,,,,,,,0
0374,,0,0,0,,,,,,,0
0375,,0,0,0,,,,,,,0
0376,,0,0,0,,,,,,,0
0377,,0,0,0,,,,,,,0
0378,,0,0,0,,,,,,,0
0379,,0,0,0,,,,,,,0
0380,,0,0,0,,,,,,,0
0381,,0,0,0,,,,,,,0
0382,,0,0,0,,,,,,,0
0383,,0,0,0,,,,,,,0
0384,,0,0,0,,,,,,,0
0385,,0,0,0,,,,,,,0
0386,,0,0,0,,,,,,,0
0387,,0,0,0,,,,,,,0
0388,,0,0,0,,,,,,,0
0389,,0,0,0,,,,,,,0
0390,,0,0,0,,,,,,,0
0391,,0,0,0,,,,,,,0
0392,,0,0,0,,,,,,,0
0393,,0,0,0,,,,,,,0
0394,,0,0,0,,,,,,,0
0395,,0,0,0,,,,,,,0
0396,,0,0,0,,,,,,,0
0397,,0,0,0,,,,,,,0
0398,,0,0,0,,,,,,,0
0399,,0,0,0,,,,,,,0
0400,,0,0,0,,,,,,,0
0401,,0,0,0,,,,,,,0
0402,,0,0,0,,,,,,,0
0403,,0,0,0,,,,,,,0
0404,,0,0,0,,,,,,,0
0405,,0,0,0,,,,,,,0
0406,,0,0,0,,,,,,,0
0407,,0,0,0,,,,,,,0
0408,,0,0,0,,,,,,,0
0409,,0,0,0,,,,,,,0
0410,,0,0,0,,,,,,,0
0411,,0,0,0,,,,,,,0
0412,,0,0,0,,,,,,,0
0413,,0,0,0,,,,,,,0
0414,,0,0,0,,,,,,,0
0415,,0,0,0,,,,,,,0
0416,,0,0,0,,,,,,,0
0417,,0,0,0,,,,,,,0
0418,,0,0,0,,,,,,,0
0419,,0,0,0,,,,,,,0
0420,,0,0,0,,,,,,,0
0421,,0,0,0,,,,,,,0
0422,,0,0,0,,,,,,,0
0423,,0,0,0,,,,,,,0
0424,,0,0,0,,,,,,,0
0425,,0,0,0,,,,,,,0
0426,,0,0,0,,,,,,,0
0427,,0,0,0,,,,,,,0
0428,,0,0,0,,,,,,,0
0429,,0,0,0,,,,,,,0
0430,,0,0,0,,,,,,,0
0431,,0,0,0,,,,,,,0
0432,,0,0,0,,,,,,,0
0433,,0,0,0,,,,,,,0
0434,,0,0,0,,,,,,,0
0435,,0,0,0,,,,,,,0
0436,,0,0,0,,,,,,,0
0437,,0,0,0,,,,,,,0
0438,,0,0,0,,,,,,,0
0439,,0,0,0,,,,,,,0
0440,,0,0,0,,,,,,,0
0441,,0,0,0,,,,,,,0
0442,,0,0,0,,,,,,,0
0443,,0,0,0,,,,,,,0
0444,,0,0,0,,,,,,,0
0445,,0,0,0,,,,,,,0
0446,,0,0,0,,,,,,,0
0447,,0,0,0,,,,,,,0
0448,,0,0,0,,,,,,,0
0449,,0,0,0,,,,,,,0
0450,,0,0,0,,,,,,,0
0451,,0,0,0,,,,,,,0
0452,,0,0,0,,,,,,,0
0453,,0,0,0,,,,,,,0
0454,,0,0,0,,,,,,,0
0455,,0,0,0,,,,,,,0
0456,,0,0,0,,,,,,,0
0457,,0,0,0,,,,,,,0
0458,,0,0,0,,,,,,,0
0459,,0,0,0,,,,,,,0
0460,,0,0,0,,,,,,,0
0461,,0,0,0,,,,,,,0
0462,,0,0,0,,,,,,,0
0463,,0,0,0,,,,,,,0
0464,,0,0,0,,,,,,,0
0465,,0,0,0,,,,,,,0
0466,,0,0,0,,,,,,,0
0467,,0,0,0,,,,,,,0
0468,,0,0,0,,,,,,,0
0469,,0,0,0,,,,,,,0
0470,,0,0,0,,,,,,,0
0471,,0,0,0,,,,,,,0
0472,,0,0,0,,,,,,,0
0473,,0,0,0,,,,,,,0
0474,,0,0,0,,,,,,,0
0475,,0,0,0,,,,,,,0
0476,,0,0,0,,,,,,,0
0477,,0,0,0,,,,,,,0
0478,,0,0,0,,,,,,,0
