entity_type,event_file,maps,entity_index,ow_id,overlay_entry,ow_type,script_file,script_num,flag
overworld,0192,,11,11,256,NORMAL,,11,0x01C0
overworld,0192,,12,12,232,NORMAL,,0,0x0237
overworld,0192,,13,13,333,NORMAL,,24,0x01B8
overworld,0193,DEPART 1 B1(H174),0,0,344,NORMAL,95,1,0x0000
overworld,0193,DEPART 1 B1(H174),1,1,1014,NORMAL,95,3,0x0000
overworld,0193,DEPART 1 B1(H174),2,2,1014,NORMAL,95,3,0x0000
overworld,0193,DEPART 1 B1(H174),3,3,1014,NORMAL,95,3,0x0000
overworld,0193,DEPART 1 B1(H174),4,4,344,NORMAL,95,2,0x0000
overworld,0193,DEPART 1 B1(H174),5,5,253,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),6,6,253,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),7,7,253,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),8,8,257,NORMAL,95,0,0x01C1
overworld,0193,DEPART 1 B1(H174),9,9,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),10,10,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),11,11,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),12,12,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),13,13,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),14,14,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),15,15,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),16,16,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),17,17,349,NORMAL,95,0,0x0000
overworld,0193,DEPART 1 B1(H174),18,18,87,NORMAL,95,7223,0x0443
overworld,0193,DEPART 1 B1(H174),19,19,87,NORMAL,95,7019,0x0442
overworld,0193,DEPART 1 B1(H174),20,20,87,NORMAL,95,7038,0x0444
overworld,0193,DEPART 1 B1(H174),21,21,87,NORMAL,95,7002,0x0445
overworld,0194,,0,0,222,TRAINER,,3192,0x01B7
overworld,0194,,1,1,222,TRAINER,,3227,0x01B7
overworld,0194,,2,2,222,TRAINER,,3194,0x01B7
overworld,0194,,3,3,221,TRAINER,,3198,0x01B7
overworld,0194,,4,4,218,TRAINER,,3282,0x01B7
overworld,0194,,5,5,218,TRAINER,,3013,0x01B7
overworld,0194,,6,6,252,NORMAL,,0,0x0000
overworld,0194,,7,7,251,NORMAL,,0,0x0000
overworld,0194,,8,8,252,NORMAL,,0,0x0000
overworld,0194,,9,9,251,NORMAL,,0,0x0000
overworld,0194,,10,10,254,NORMAL,,0,0x0000
overworld,0194,,11,11,255,NORMAL,,0,0x0000
overworld,0194,,12,12,254,NORMAL,,0,0x0000
overworld,0194,,13,13,255,NORMAL,,0,0x0000
overworld,0194,,14,14,252,NORMAL,,0,0x0000
overworld,0194,,15,15,251,NORMAL,,0,0x0000
overworld,0194,,16,16,252,NORMAL,,0,0x0000
overworld,0194,,17,17,251,NORMAL,,0,0x0000
overworld,0194,,18,18,252,NORMAL,,0,0x0000
overworld,0194,,19,19,251,NORMAL,,0,0x0000
overworld,0194,,20,20,254,NORMAL,,0,0x0000
overworld,0194,,21,21,255,NORMAL,,0,0x0000
overworld,0194,,22,22,254,NORMAL,,0,0x0000
overworld,0194,,23,23,255,NORMAL,,0,0x0000
overworld,0194,,24,24,254,NORMAL,,0,0x0000
overworld,0194,,25,25,255,NORMAL,,0,0x0000
overworld,0194,,26,26,252,NORMAL,,0,0x0000
overworld,0194,,27,27,251,NORMAL,,0,0x0000
overworld,0194,,28,28,148,NORMAL,,0,0x0000
overworld,0194,,29,29,349,NORMAL,,0,0x0000
overworld,0194,,30,30,349,NORMAL,,0,0x0000
overworld,0194,,31,31,349,NORMAL,,0,0x0000
overworld,0194,,32,32,349,NORMAL,,0,0x0000
overworld,0194,,33,33,349,NORMAL,,0,0x0000
overworld,0194,,34,34,349,NORMAL,,0,0x0000
overworld,0194,,35,35,87,NORMAL,,7027,0x0447
overworld,0194,,36,36,87,NORMAL,,7228,0x0448
overworld,0195,,0,0,222,TRAINER,,3195,0x01B7
overworld,0195,,1,1,222,TRAINER,,3196,0x01B7
overworld,0195,,2,2,222,TRAINER,,3226,0x01B7
overworld,0195,,3,3,341,NORMAL,,2,0x01B8
overworld,0195,,4,4,87,NORMAL,,7409,0x0436
overworld,0195,,5,5,87,NORMAL,,7039,0x0437
overworld,0195,,6,6,87,NORMAL,,7002,0x0446
overworld,0196,HOTEL 1 HS16(H207),0,0,235,NORMAL,892,1,0x023E
overworld,0196,HOTEL 1 HS16(H207),1,1,329,NORMAL,892,2,0x0000
overworld,0196,HOTEL 1 HS16(H207),2,2,316,NORMAL,892,3,0x0000
overworld,0197,HOTEL 1 HS17(H209),0,0,325,NORMAL,891,1,0x0000
overworld,0197,HOTEL 1 HS17(H209),1,1,316,NORMAL,891,3,0x0000
overworld,0197,HOTEL 1 HS17(H209),2,2,328,NORMAL,891,2,0x0000
overworld,0198,HOTEL 1 HS18(H211),0,0,332,NORMAL,897,1,0x0000
overworld,0198,HOTEL 1 HS18(H211),1,1,319,NORMAL,897,2,0x0000
overworld,0199,,0,0,330,NORMAL,,1,0x0000
overworld,0200,GLOBAL TWR F1(H176),0,0,337,NORMAL,907,1,0x0000
overworld,0200,GLOBAL TWR F1(H176),1,1,332,NORMAL,907,4,0x0000
overworld,0200,GLOBAL TWR F1(H176),2,2,318,NORMAL,907,5,0x0000
overworld,0200,GLOBAL TWR F1(H176),3,3,323,NORMAL,907,6,0x0000
overworld,0200,GLOBAL TWR F1(H176),4,4,330,NORMAL,907,7,0x0000
overworld,0200,GLOBAL TWR F1(H176),5,5,324,NORMAL,907,8,0x0000
overworld,0200,GLOBAL TWR F1(H176),6,6,326,NORMAL,907,9,0x0000
overworld,0200,GLOBAL TWR F1(H176),7,7,337,NORMAL,907,14,0x0000
overworld,0200,GLOBAL TWR F1(H176),8,8,337,NORMAL,907,15,0x0000
overworld,0200,GLOBAL TWR F1(H176),9,9,320,NORMAL,907,10,0x0000
overworld,0200,GLOBAL TWR F1(H176),10,10,317,NORMAL,907,11,0x0000
overworld,0200,GLOBAL TWR F1(H176),11,11,325,NORMAL,907,16,0x0000
overworld,0200,GLOBAL TWR F1(H176),12,12,322,NORMAL,907,17,0x0000
overworld,0201,,0,0,328,NORMAL,,1,0x0000
overworld,0201,,1,1,329,NORMAL,,2,0x0000
overworld,0202,,0,0,316,NORMAL,,1,0x0000
overworld,0202,,1,1,1035,NORMAL,,3,0x0000
overworld,0202,,2,2,316,NORMAL,,2,0x0000
overworld,0202,,3,3,1035,NORMAL,,4,0x0226
overworld,0202,,4,4,1035,NORMAL,,4,0x0226
overworld,0202,,5,5,1035,NORMAL,,4,0x0226
overworld,0202,,6,6,1035,NORMAL,,4,0x0226
overworld,0204,BURNT TWR F2(H269),0,0,1039,NORMAL,24,0,0x01CB
overworld,0204,BURNT TWR F2(H269),1,1,1038,NORMAL,24,0,0x01CA
overworld,0204,BURNT TWR F2(H269),2,2,1037,NORMAL,24,0,0x01C9
overworld,0204,BURNT TWR F2(H269),3,3,382,NORMAL,24,0,0x01C8
overworld,0204,BURNT TWR F2(H269),4,4,84,NORMAL,24,10002,0x0000
overworld,0204,BURNT TWR F2(H269),5,5,84,NORMAL,24,10002,0x0000
overworld,0204,BURNT TWR F2(H269),6,6,84,NORMAL,24,10002,0x0000
overworld,0204,BURNT TWR F2(H269),7,7,84,NORMAL,24,10002,0x0000
overworld,0204,BURNT TWR F2(H269),8,8,85,NORMAL,24,10001,0x0010
overworld,0204,BURNT TWR F2(H269),9,9,85,NORMAL,24,10001,0x0011
overworld,0204,BURNT TWR F2(H269),10,10,84,NORMAL,24,10002,0x0000
overworld,0204,BURNT TWR F2(H269),11,11,87,NORMAL,24,7339,0x0432
overworld,0204,BURNT TWR F2(H269),12,12,1039,NORMAL,24,2,0x030E
overworld,0205,BAIR 02 PCR07(H252),0,0,286,NORMAL,888,9203,0x0000
overworld,0205,BAIR 02 PCR07(H252),1,1,336,NORMAL,888,9202,0x0000
overworld,0205,BAIR 02 PCR07(H252),2,2,336,NORMAL,888,9201,0x0000
overworld,0206,LIGHT H 01 F2(H213),0,0,341,TRAINER,139,3400,0x0000
overworld,0206,LIGHT H 01 F2(H213),1,1,348,TRAINER,139,3210,0x0000
overworld,0207,LIGHT H 01 F3(H214),0,0,87,NORMAL,63,7050,0x0488
overworld,0208,LIGHT H 01 F4(H215),0,0,348,TRAINER,139,3212,0x0000
overworld,0208,LIGHT H 01 F4(H215),1,1,323,TRAINER,139,3216,0x0000
overworld,0208,LIGHT H 01 F4(H215),2,2,323,TRAINER,139,3072,0x0000
overworld,0208,LIGHT H 01 F4(H215),3,3,87,NORMAL,139,7038,0x044A
overworld,0209,LIGHT H 01 F5(H216),0,0,319,TRAINER,64,3214,0x01DB
overworld,0209,LIGHT H 01 F5(H216),1,1,341,TRAINER,64,3036,0x01DA
overworld,0209,LIGHT H 01 F5(H216),2,2,87,NORMAL,64,7414,0x044B
overworld,0210,LIGHT H 01 F6(H217),0,0,348,TRAINER,65,3211,0x0000
overworld,0210,LIGHT H 01 F6(H217),1,1,348,TRAINER,65,3213,0x0000
overworld,0210,LIGHT H 01 F6(H217),2,2,87,NORMAL,65,7076,0x044C
overworld,0210,LIGHT H 01 F6(H217),3,3,328,NORMAL,65,1,0x027E
overworld,0211,LIGHT H 01 F7(H218),0,0,256,NORMAL,66,3,0x01D8
overworld,0211,LIGHT H 01 F7(H218),1,1,357,NORMAL,66,1,0x01D7
overworld,0211,LIGHT H 01 F7(H218),2,2,1031,NORMAL,66,2,0x0000
overworld,0211,LIGHT H 01 F7(H218),3,3,87,NORMAL,66,7026,0x044D
overworld,0211,LIGHT H 01 F7(H218),4,4,349,NORMAL,66,0,0x01D8
overworld,0212,SHED 01 PC08(H280),0,0,335,NORMAL,914,1,0x0000
overworld,0212,SHED 01 PC08(H280),1,1,336,NORMAL,914,9017,0x0000
overworld,0212,SHED 01 PC08(H280),2,2,336,NORMAL,914,9003,0x0000
overworld,0212,SHED 01 PC08(H280),3,3,336,NORMAL,914,9001,0x0000
overworld,0212,SHED 01 PC08(H280),4,4,332,NORMAL,914,3,0x0000
overworld,0212,SHED 01 PC08(H280),5,5,347,NORMAL,914,2,0x0000
overworld,0212,SHED 01 PC08(H280),6,6,325,NORMAL,914,4,0x0000
overworld,0212,SHED 01 PC08(H280),7,7,326,NORMAL,914,5,0x0000
overworld,0213,BAIR 03 PM05(H253),0,0,334,NORMAL,912,1,0x0000
overworld,0213,BAIR 03 PM05(H253),1,1,321,NORMAL,912,2,0x0000
overworld,0213,BAIR 03 PM05(H253),2,2,319,NORMAL,912,3,0x0000
overworld,0213,BAIR 03 PM05(H253),3,3,299,NORMAL,912,10202,0x02A8
overworld,0213,BAIR 03 PM05(H253),4,4,193,NORMAL,912,10201,0x02A7
overworld,0213,BAIR 03 PM05(H253),5,5,334,NORMAL,912,4,0x0000
overworld,0214,SYDT 05 HS19(H228),0,0,347,NORMAL,916,1,0x0000
overworld,0215,BAIR 06 HS20(H256),0,0,319,NORMAL,917,2,0x0000
overworld,0215,BAIR 06 HS20(H256),1,1,328,NORMAL,917,1,0x0000
overworld,0215,BAIR 06 HS20(H256),2,2,316,NORMAL,917,3,0x0000
overworld,0216,BAIR 07 HS21(H257),0,0,347,NORMAL,918,1,0x0000
overworld,0217,,0,0,347,NORMAL,,3,0x0000
overworld,0217,,1,1,348,NORMAL,,1,0x0000
overworld,0217,,2,2,348,NORMAL,,2,0x0000
overworld,0217,,3,3,328,NORMAL,,4,0x027E
overworld,0217,,4,4,357,NORMAL,,6,0x02CB
overworld,0217,,5,5,348,NORMAL,,7,0x0000
overworld,0218,SHED 04 HS22(H283),0,0,323,NORMAL,880,1,0x0000
overworld,0219,SHED 05 HS23(H284),0,0,168,NORMAL,881,1,0x0000
overworld,0220,SHED 04 HS24(H285),0,0,347,NORMAL,882,1,0x0000
overworld,0221,DALI 05 HS25(H304),0,0,325,NORMAL,883,1,0x0000
overworld,0221,DALI 05 HS25(H304),1,1,316,NORMAL,883,3,0x0000
overworld,0221,DALI 05 HS25(H304),2,2,319,NORMAL,883,2,0x0000
overworld,0222,DALI 01 PC09(H300),0,0,336,NORMAL,878,9017,0x0000
overworld,0222,DALI 01 PC09(H300),1,1,336,NORMAL,878,9003,0x0000
overworld,0222,DALI 01 PC09(H300),2,2,336,NORMAL,878,9001,0x0000
overworld,0222,DALI 01 PC09(H300),3,3,335,NORMAL,878,1,0x0000
overworld,0222,DALI 01 PC09(H300),4,4,322,NORMAL,878,3,0x0000
overworld,0222,DALI 01 PC09(H300),5,5,319,NORMAL,878,2,0x0000
overworld,0222,DALI 01 PC09(H300),6,6,168,NORMAL,878,4,0x0000
overworld,0223,SANDSTONE COV(H105),0,0,85,NORMAL,100,0,0x0000
overworld,0223,SANDSTONE COV(H105),1,1,435,NORMAL,100,1,0x0000
overworld,0223,SANDSTONE COV(H105),2,2,641,NORMAL,100,2,0x0000
overworld,0223,SANDSTONE COV(H105),3,3,777,NORMAL,100,3,0x0000
overworld,0223,SANDSTONE COV(H105),4,4,920,NORMAL,100,4,0x0000
overworld,0223,SANDSTONE COV(H105),5,5,1119,NORMAL,100,5,0x0000
overworld,0223,SANDSTONE COV(H105),6,6,1303,NORMAL,100,6,0x0000
overworld,0223,SANDSTONE COV(H105),7,7,1434,NORMAL,100,7,0x0000
overworld,0223,SANDSTONE COV(H105),8,8,1554,NORMAL,100,8,0x0000
overworld,0223,SANDSTONE COV(H105),9,9,1667,NORMAL,100,9,0x0000
overworld,0224,FLORAL FISURE(H127),0,0,86,NORMAL,101,0,0x0000
overworld,0224,FLORAL FISURE(H127),1,1,428,NORMAL,101,1,0x0000
overworld,0224,FLORAL FISURE(H127),2,2,633,NORMAL,101,2,0x0000
overworld,0224,FLORAL FISURE(H127),3,3,771,NORMAL,101,3,0x0000
overworld,0224,FLORAL FISURE(H127),4,4,914,NORMAL,101,4,0x0000
overworld,0224,FLORAL FISURE(H127),5,5,1113,NORMAL,101,5,0x0000
overworld,0224,FLORAL FISURE(H127),6,6,1297,NORMAL,101,6,0x0000
overworld,0224,FLORAL FISURE(H127),7,7,1427,NORMAL,101,7,0x0000
overworld,0224,FLORAL FISURE(H127),8,8,1548,NORMAL,101,8,0x0000
overworld,0224,FLORAL FISURE(H127),9,9,1661,NORMAL,101,9,0x0000
overworld,0226,SYDT DOCK 01(H229),0,0,348,NORMAL,152,1,0x0000
overworld,0226,SYDT DOCK 01(H229),1,1,366,NORMAL,152,0,0x0251
overworld,0226,SYDT DOCK 01(H229),2,2,327,NORMAL,152,5,0x0000
overworld,0226,SYDT DOCK 01(H229),3,3,317,NORMAL,152,4,0x0000
overworld,0227,,0,0,286,NORMAL,,9203,0x0000
overworld,0227,,1,1,336,NORMAL,,9202,0x0000
overworld,0227,,2,2,336,NORMAL,,9201,0x0000
overworld,0228,,0,0,84,NORMAL,,10002,0x0000
overworld,0228,,1,1,87,NORMAL,,7078,0x048B
overworld,0228,,2,2,87,NORMAL,,7048,0x048C
overworld,0228,,3,3,87,NORMAL,,7023,0x048D
overworld,0228,,4,4,87,NORMAL,,7092,0x048E
overworld,0228,,5,5,87,NORMAL,,7049,0x048F
overworld,0229,NAVEL WEST 05(H36); SPARK ROAR C(H131),0,0,220,NORMAL,103,1,0x0000
overworld,0229,NAVEL WEST 05(H36); SPARK ROAR C(H131),1,1,87,NORMAL,103,7029,0x0490
overworld,0229,NAVEL WEST 05(H36); SPARK ROAR C(H131),2,2,87,NORMAL,103,7023,0x0491
overworld,0229,NAVEL WEST 05(H36); SPARK ROAR C(H131),3,3,87,NORMAL,103,7041,0x0492
overworld,0230,LUGIA DEN 01(H37),0,0,232,NORMAL,104,4,0x0245
overworld,0230,LUGIA DEN 01(H37),1,1,232,NORMAL,104,4,0x0245
overworld,0230,LUGIA DEN 01(H37),2,2,232,NORMAL,104,4,0x0245
overworld,0230,LUGIA DEN 01(H37),3,3,232,NORMAL,104,4,0x0245
overworld,0230,LUGIA DEN 01(H37),4,4,232,NORMAL,104,2,0x0245
overworld,0230,LUGIA DEN 01(H37),5,5,426,NORMAL,104,1,0x0243
overworld,0230,LUGIA DEN 01(H37),6,6,349,NORMAL,104,0,0x0243
overworld,0230,LUGIA DEN 01(H37),7,7,349,NORMAL,104,0,0x0243
overworld,0230,LUGIA DEN 01(H37),8,8,349,NORMAL,104,0,0x0243
overworld,0230,LUGIA DEN 01(H37),9,9,349,NORMAL,104,0,0x0243
overworld,0230,LUGIA DEN 01(H37),10,10,349,NORMAL,104,0,0x0243
overworld,0231,WLDA01 GV07(H525),0,0,222,NORMAL,256,1,0x01FA
overworld,0231,WLDA01 GV07(H525),1,1,222,NORMAL,256,1,0x01FA
overworld,0231,WLDA01 GV07(H525),2,2,394,NORMAL,256,4,0x01FB
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),0,0,146,NORMAL,935,3,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),1,1,327,NORMAL,935,4,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),2,2,335,NORMAL,935,1,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),3,3,336,NORMAL,935,9017,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),4,4,336,NORMAL,935,9003,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),5,5,336,NORMAL,935,9001,0x0000
overworld,0232,DALI 02 PCR09(H301); RADE 02 PC10(H357),6,6,328,NORMAL,935,2,0x0000
overworld,0233,,0,0,287,NORMAL,,2,0x0000
overworld,0233,,1,1,222,NORMAL,,3,0x01E8
overworld,0233,,2,2,287,NORMAL,,10,0x0000
overworld,0233,,3,3,287,NORMAL,,11,0x0000
overworld,0233,,4,4,287,NORMAL,,12,0x0000
overworld,0233,,5,5,287,NORMAL,,13,0x0000
overworld,0233,,6,6,222,TRAINER,,3215,0x01F2
overworld,0233,,7,7,29,TRAINER,,3469,0x01F2
overworld,0233,,8,8,87,NORMAL,,7025,0x044E
overworld,0233,,9,9,87,NORMAL,,7055,0x044F
overworld,0233,,10,10,87,NORMAL,,7092,0x0450
overworld,0234,,0,0,364,NORMAL,,0,0x01E5
overworld,0234,,1,1,1028,NORMAL,,0,0x01E5
overworld,0234,,2,2,222,TRAINER,,3219,0x01F2
overworld,0234,,3,3,222,TRAINER,,3217,0x01F2
overworld,0234,,4,4,222,TRAINER,,3218,0x01F2
overworld,0234,,5,5,257,NORMAL,,2,0x0000
overworld,0234,,6,6,257,NORMAL,,2,0x0000
overworld,0234,,7,7,222,NORMAL,,0,0x01F3
overworld,0234,,8,8,223,NORMAL,,0,0x01F3
overworld,0234,,9,9,1019,NORMAL,,5,0x01F5
overworld,0234,,10,10,1019,NORMAL,,6,0x01F6
overworld,0234,,11,11,1019,NORMAL,,7,0x01F7
overworld,0234,,12,12,1019,NORMAL,,0,0x01F5
overworld,0234,,13,13,1019,NORMAL,,0,0x01F6
overworld,0234,,14,14,1019,NORMAL,,0,0x01F7
overworld,0234,,15,15,87,NORMAL,,7373,0x0451
overworld,0234,,16,16,1034,NORMAL,,0,0x024B
overworld,0234,,17,17,1034,NORMAL,,0,0x024D
overworld,0234,,18,18,1034,NORMAL,,0,0x0252
overworld,0235,,0,0,222,NORMAL,,1,0x01F2
overworld,0235,,1,1,29,TRAINER,,3467,0x01F2
overworld,0235,,2,2,29,TRAINER,,3468,0x01F2
overworld,0235,,3,3,222,TRAINER,,3221,0x01F2
overworld,0235,,4,4,221,TRAINER,,3403,0x01F2
overworld,0235,,5,5,364,NORMAL,,0,0x01E6
overworld,0235,,6,6,1028,NORMAL,,0,0x01E6
overworld,0235,,7,7,148,NORMAL,,0,0x01FD
overworld,0235,,8,8,293,NORMAL,,0,0x01F4
overworld,0235,,9,9,1034,NORMAL,,6,0x024A
overworld,0235,,10,10,257,NORMAL,,5,0x0000
overworld,0235,,11,11,257,NORMAL,,5,0x0000
overworld,0235,,12,12,87,NORMAL,,7046,0x0454
overworld,0235,,13,13,87,NORMAL,,7061,0x0455
overworld,0235,,14,14,87,NORMAL,,7376,0x0452
overworld,0235,,15,15,87,NORMAL,,7027,0x0453
overworld,0235,,16,16,1034,NORMAL,,0,0x024C
overworld,0235,,17,17,87,NORMAL,,7002,0x04AC
overworld,0235,,18,18,385,NORMAL,,0,0x0280
overworld,0236,,0,0,84,NORMAL,,10002,0x0010
overworld,0236,,1,1,87,NORMAL,,7078,0x0497
overworld,0236,,2,2,87,NORMAL,,7092,0x0498
overworld,0236,,3,3,87,NORMAL,,7278,0x0499
overworld,0236,,4,4,87,NORMAL,,7024,0x049A
overworld,0236,,5,5,87,NORMAL,,7047,0x049B
overworld,0236,,6,6,87,NORMAL,,7029,0x049C
overworld,0236,,7,7,87,NORMAL,,7002,0x049D
overworld,0236,,8,8,377,TRAINER,,3536,0x0000
overworld,0236,,9,9,338,TRAINER,,3538,0x0000
overworld,0236,,10,10,87,NORMAL,,7316,0x04AA
overworld,0236,,11,11,87,NORMAL,,7321,0x04AB
overworld,0237,,0,0,87,NORMAL,,7050,0x049E
overworld,0237,,1,1,87,NORMAL,,7024,0x049F
overworld,0237,,2,2,87,NORMAL,,7367,0x04A0
overworld,0237,,3,3,87,NORMAL,,7040,0x04A1
overworld,0237,,4,4,87,NORMAL,,7235,0x04A2
overworld,0237,,5,5,87,NORMAL,,7078,0x04A3
overworld,0237,,6,6,338,TRAINER,,3537,0x0000
overworld,0238,REGIDRACO DEN(H132),0,0,84,NORMAL,98,10002,0x0010
overworld,0238,REGIDRACO DEN(H132),1,1,344,NORMAL,98,1,0x0000
overworld,0238,REGIDRACO DEN(H132),2,2,87,NORMAL,98,7048,0x04A4
overworld,0238,REGIDRACO DEN(H132),3,3,87,NORMAL,98,7051,0x04A5
overworld,0238,REGIDRACO DEN(H132),4,4,87,NORMAL,98,7023,0x04A6
overworld,0238,REGIDRACO DEN(H132),5,5,87,NORMAL,98,7039,0x04A7
overworld,0238,REGIDRACO DEN(H132),6,6,87,NORMAL,98,7025,0x04A8
overworld,0239,REGIELECT DEN(H133),0,0,359,NORMAL,111,4,0x0209
overworld,0239,REGIELECT DEN(H133),1,1,324,TRAINER,111,3499,0x0000
overworld,0239,REGIELECT DEN(H133),2,2,327,TRAINER,111,3500,0x0000
overworld,0239,REGIELECT DEN(H133),3,3,316,TRAINER,111,3501,0x0000
overworld,0239,REGIELECT DEN(H133),4,4,316,TRAINER,111,5501,0x0000
overworld,0239,REGIELECT DEN(H133),5,5,87,NORMAL,111,7250,0x0458
overworld,0239,REGIELECT DEN(H133),6,6,148,NORMAL,111,2,0x020F
overworld,0239,REGIELECT DEN(H133),7,7,87,NORMAL,111,7049,0x04BA
overworld,0239,REGIELECT DEN(H133),8,8,87,NORMAL,111,7041,0x04BB
overworld,0239,REGIELECT DEN(H133),9,9,148,NORMAL,111,0,0x02E0
overworld,0239,REGIELECT DEN(H133),10,10,101,NORMAL,111,0,0x02E0
overworld,0239,REGIELECT DEN(H133),11,11,364,NORMAL,111,0,0x0000
overworld,0239,REGIELECT DEN(H133),12,12,359,NORMAL,111,0,0x0000
overworld,0240,,0,0,282,NORMAL,,1,0x0000
overworld,0240,,1,1,283,NORMAL,,2,0x0000
overworld,0240,,2,2,286,NORMAL,,3,0x0000
overworld,0240,,3,3,336,NORMAL,,7,0x022F
overworld,0240,,4,4,328,NORMAL,,19,0x0000
overworld,0240,,5,5,335,NORMAL,,15,0x0000
overworld,0240,,6,6,35,NORMAL,,16,0x0000
overworld,0240,,7,7,62,NORMAL,,17,0x0000
overworld,0240,,8,8,999,NORMAL,,18,0x0000
overworld,0240,,9,9,999,NORMAL,,21,0x0000
overworld,0240,,10,10,146,NORMAL,,20,0x0000
overworld,0240,,11,11,338,NORMAL,,14,0x0000
overworld,0240,,12,12,146,NORMAL,,2023,0x0000
overworld,0240,,13,13,338,NORMAL,,24,0x0000
overworld,0241,,0,0,111,NORMAL,,0,0x0000
overworld,0242,,0,0,283,NORMAL,,1,0x0000
overworld,0242,,1,1,141,NORMAL,,2,0x02AD
overworld,0242,,2,2,145,NORMAL,,3,0x02AE
overworld,0242,,3,3,142,NORMAL,,4,0x02AF
overworld,0242,,4,4,143,NORMAL,,5,0x02B0
overworld,0242,,5,5,144,NORMAL,,6,0x02B1
overworld,0243,,0,0,325,NORMAL,,18,0x0000
overworld,0243,,1,1,331,NORMAL,,9,0x0000
overworld,0243,,2,2,330,NORMAL,,8,0x0000
overworld,0243,,3,3,316,NORMAL,,6,0x0000
overworld,0243,,4,4,146,NORMAL,,20,0x0000
overworld,0243,,5,5,315,NORMAL,,2,0x0000
overworld,0243,,6,6,35,NORMAL,,4,0x0000
overworld,0243,,7,7,31,NORMAL,,12,0x0000
overworld,0243,,8,8,344,NORMAL,,3,0x0000
overworld,0243,,9,9,284,NORMAL,,23,0x0000
overworld,0243,,10,10,284,NORMAL,,10490,0x0000
overworld,0243,,11,11,284,NORMAL,,25,0x0000
overworld,0243,,12,12,328,NORMAL,,13,0x0000
overworld,0243,,13,13,332,NORMAL,,14,0x0000
overworld,0243,,14,14,341,NORMAL,,15,0x0000
overworld,0243,,15,15,315,NORMAL,,22,0x0000
overworld,0243,,16,16,323,NORMAL,,19,0x0000
overworld,0243,,17,17,42,NORMAL,,11,0x0000
overworld,0243,,18,18,347,NORMAL,,21,0x0000
overworld,0243,,19,19,346,NORMAL,,17,0x0000
overworld,0243,,20,20,325,NORMAL,,7,0x0000
overworld,0243,,21,21,325,NORMAL,,10,0x0000
overworld,0243,,22,22,324,NORMAL,,16,0x0000
overworld,0243,,23,23,347,NORMAL,,5,0x0000
overworld,0243,,24,24,328,NORMAL,,39,0x027E
overworld,0244,,0,0,322,NORMAL,,10,0x0000
overworld,0244,,1,1,330,NORMAL,,9,0x0000
overworld,0244,,2,2,50,NORMAL,,8,0x0000
overworld,0244,,3,3,284,NORMAL,,6,0x0000
overworld,0244,,4,4,284,NORMAL,,4,0x0000
overworld,0244,,5,5,284,NORMAL,,2,0x0000
overworld,0244,,6,6,284,NORMAL,,7,0x0000
overworld,0244,,7,7,284,NORMAL,,5,0x0000
overworld,0244,,8,8,284,NORMAL,,3,0x0000
overworld,0244,,9,9,326,NORMAL,,11,0x0000
overworld,0246,,0,0,282,NORMAL,,1,0x0000
overworld,0246,,1,1,283,NORMAL,,6,0x0000
overworld,0246,,2,2,317,NORMAL,,10,0x0000
overworld,0246,,3,3,326,NORMAL,,9,0x0000
overworld,0246,,4,4,34,NORMAL,,13,0x0000
overworld,0246,,5,5,348,NORMAL,,8,0x0000
overworld,0246,,6,6,325,NORMAL,,7,0x0000
overworld,0246,,7,7,341,NORMAL,,11,0x0000
overworld,0246,,8,8,63,NORMAL,,12,0x0000
overworld,0247,,0,0,282,NORMAL,,1,0x0000
overworld,0247,,1,1,283,NORMAL,,6,0x0000
overworld,0247,,2,2,326,NORMAL,,14,0x0000
overworld,0247,,3,3,329,NORMAL,,13,0x0000
overworld,0247,,4,4,316,NORMAL,,9,0x0000
overworld,0247,,5,5,1016,NORMAL,,10,0x0000
overworld,0247,,6,6,319,NORMAL,,8,0x0000
overworld,0247,,7,7,333,NORMAL,,7,0x0000
overworld,0247,,8,8,330,NORMAL,,11,0x0000
overworld,0247,,9,9,35,NORMAL,,12,0x0000
overworld,0247,,10,10,318,NORMAL,,15,0x0000
overworld,0247,,11,11,110,NORMAL,,18,0x0000
overworld,0247,,12,12,102,NORMAL,,20,0x0234
