Trainer#,TrainerID,TrainerName,Location,OWID,TrainerClass,Level,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,Implemented,Battle Type,Category
317,317,Blue,Great Barrier Reef,375,TRAINERCLASS_LEADER_BLUE,28,NIDORINA,HAUNTER,RHYHORN,ODDISH,WARTORTLE,,,,RIVAL BLUE 2
318,318,Jeremiah,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,33,KECLEON,ANORITH,ARIADOS,ELGYEM,ARCHEN,SALANDIT,TRUE,,GENERIC
319,319,Lucas,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,28,STARAVIA,HIPPOWDON,SNOVER,MAGNEMITE,MONFERNO,,,,RIVAL Lucas 2
320,320,Madelyn,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,35,STUFFUL,DIGGERSBY,CRANIDOS,WEEPINBELL,TOGETIC,,TRUE,,GENERIC
321,321,Silver,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,28,HOUNDOUR,GOLBAT,ELEKID,PORYGON,CROCONAW,,,,RIVAL Silver 2
322,322,Genesis,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,35,CHARJABUG,RHYHORN,DELCATTY,NIDORINA,PONYTA_GALARIAN,,TRUE,,GENERIC
323,323,Hop,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,28,CORVISQUIRE,APPLETUN,YAMPER,SIZZLIPEDE,DRIZZILE,,,,RIVAL Hop 3
324,324,Gianna,Route 11 Area 1,345,TRAINERCLASS_CAMPER,35,NUZLEAF,POLIWHIRL,PIDGEOTTO,,,,TRUE,Double Battle,GENERIC
325,325,Isaac,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,LOMBRE,PALPITOAD,TRANQUILL,,,,TRUE,Double Battle,GENERIC
326,326,Penelope,BIKE ROAD TOP,229,TRAINERCLASS_BIKER,35,CLAMPERL,LILEEP,DOTTLER,PHANPY,HONEDGE,,TRUE,,GENERIC
327,327,Dawn,Great Barrier Reef,296,TRAINERCLASS_PKMN_TRAINER_DAWN_PT,29,KIRLIA,VESPIQUEN,BUNEARY,SWINUB,PRINPLUP,,,,RIVAL Dawn 2
328,328,Isabella,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,ILLUMISE,SNEASEL_HISUIAN,GROWLITHE_HISUIAN,,,,TRUE,Double Battle,GENERIC
329,329,Valentina,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,VOLBEAT,SNEASEL,GROWLITHE,,,,TRUE,Double Battle,GENERIC
330,330,Mateo,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,DEINO,ZWEILOUS,CHARCADET,,,,TRUE,Double Battle,ACE
331,331,Leah,Uluru Cave 1 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,36,DRATINI,DRAGONAIR,GIMMIGHOUL,,,,TRUE,Double Battle,ACE
332,332,Sarah,Uluru Cave 1 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,36,DREEPY,DRAKLOAK,POIPOLE,,,,TRUE,Double Battle,ACE
333,333,Aaron,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,BELDUM,METANG,KUBFU,,,,TRUE,Double Battle,ACE
334,334,Liam,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,JANGMO_O,HAKAMO_O,CETODDLE,,,,TRUE,Double Battle,ACE
335,335,Ally,Uluru Cave 1 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,36,FRIGIBAX,ARCTIBAX,GLIMMET,,,,TRUE,Double Battle,ACE
336,336,Kennedy,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,BAGON,SHELGON,CAPSAKID,,,,TRUE,Double Battle,ACE
337,337,Maisy,Uluru Cave 1 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,36,GIBLE,GABITE,VAROOM,,,,TRUE,Double Battle,ACE
338,338,Randy,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,LARVITAR,PUPITAR,MELTAN,,,,TRUE,Double Battle,ACE
339,339,Easton,Uluru Cave 1 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,36,GOOMY,SLIGGOO_HISUIAN,SLIGGOO,,,,TRUE,Double Battle,ACE
340,340,Barry,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,29,LUXIO,FLOATZEL,RIOLU,DUSKULL,GROTLE,,,,RIVAL Barry 2
341,341,Santiago,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,TRUMBEAK,SUDOWOODO,FORRETRESS,GLAMEOW,SOLROCK,,TRUE,,GENERIC
342,342,Kennedy,Route 11 Area 1,345,TRAINERCLASS_CAMPER,35,DROWZEE,PARASECT,SPINDA,DRIFLOON,,,TRUE,,GENERIC
343,343,Elena,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,HITMONCHAN,HITMONLEE,HITMONTOP,,,,TRUE,Double Battle,GENERIC
344,344,Hugh,Great Barrier Reef,295,TRAINERCLASS_PKMN_TRAINER_LUCAS_PT,29,HERDIER,WHIRLIPEDE,DARUMAKA,SANDILE,AXEW,SERVINE,,,RIVAL Hugh 2
345,345,Evelyn,Route 11 Area 1,345,TRAINERCLASS_CAMPER,35,FLORAGATO,CROCALOR,QUAXWELL,,,,TRUE,Double Battle,GENERIC
346,346,Ella,Route 9 Area 1,20,TRAINERCLASS_HIKER,28,EMOLGA,WORMADAM_SANDY,LAIRON,QUAGSIRE,,,TRUE,,GENERIC
347,347,Charles,Route 9 Area 1,20,TRAINERCLASS_HIKER,28,SUDOWOODO,RATICATE,MOTHIM,TANGELA,MISDREAVUS,,TRUE,,GENERIC
348,348,Lucy,Route 9 Area 1,12,TRAINERCLASS_PKMN_BREEDER_F,28,YANMA,PURUGLY,DITTO,CRANIDOS,,,TRUE,,GENERIC
349,349,Ella,Route 9 Area 1,323,TRAINERCLASS_BIRD_KEEPER,28,LUNATONE,ORICORIO,ORICORIO_SENSU,,,,TRUE,Double Battle,GENERIC
350,350,Samantha,Route 9 Area 1,351,TRAINERCLASS_PSYCHIC_F,28,SOLROCK,ORICORIO_PAU,ORICORIO_POM_POM,,,,TRUE,Double Battle,GENERIC
351,351,Allison,Route 9 Area 1,20,TRAINERCLASS_HIKER,28,KINGLER,CRUSTLE,KLAWF,GOLBAT,,,TRUE,,GENERIC
352,352,Aubrey,Route 9 Area 1,12,TRAINERCLASS_PKMN_BREEDER_F,28,NOCTOWL,MASQUERAIN,GREEDENT,KABUTO,,,TRUE,,GENERIC
353,353,Isaiah,Route 9 Area 1,5,TRAINERCLASS_BUG_CATCHER,28,TYRUNT,ACCELGOR,ESCAVALIER,,,,TRUE,Double Battle,GENERIC
354,354,Caroline,Route 9 Area 1,20,TRAINERCLASS_HIKER,28,AMAURA,LUNATONE,SOLROCK,,,,TRUE,Double Battle,GENERIC
355,355,ElexA,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,30,SNEASEL,QWILFISH,MISDREAVUS,LAMPENT,,,,,DEFIANCE 33
356,356,FlintA,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,30,KRABBY,NUZLEAF,DARUMAKA_GALARIAN,SCRAGGY,,,,,DEFIANCE 34
357,357,GavricA,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,30,DUSTOX,VULLABY,SANDSHREW_ALOLAN,BUIZEL,,,,,DEFIANCE 36
358,358,Marlow,Route 9 Area 2,55,TRAINERCLASS_TEAM_ROCKET,30,SNEASEL_HISUIAN,WEEZING,SCRAFTY,SIGILYPH,LOUDRED,ARAQUANID,,,DEFIANCE 35
359,359,HaleA,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,30,DURANT,CACTURNE,CORSOLA_GALARIAN,ELGYEM,MASCHIFF,,,,DEFIANCE 38
360,360,Nisha,Route 9 Area 2,55,TRAINERCLASS_TEAM_ROCKET,30,WOOBAT,MORGREM,SKORUPI,CLAUNCHER,,,,,DEFIANCE 37
361,361,Nox,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,30,ARIADOS,SABLEYE,VOLTORB_HISUIAN,FRILLISH,,,,,DEFIANCE 39
362,362,Orion,Route 9 Area 2,55,TRAINERCLASS_TEAM_ROCKET,32,MAROWAK_ALOLAN,PERSIAN_ALOLAN,ARBOK,ABSOL,DRUDDIGON,MEGA_SHARPEDO,,,DEFIANCE 40
363,363,Pyra,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,32,GOURGEIST,TREVENANT,PERSIAN,TOXICROAK,CRAWDAUNT,,,,DEFIANCE 42
364,364,Quill,Route 9 Area 2,55,TRAINERCLASS_TEAM_ROCKET,32,ZORUA_HISUIAN,MURKROW,CETODDLE,TOEDSCOOL,,,,,DEFIANCE 41
365,365,IskraA,Route 9 Area 2,62,TRAINERCLASS_TEAM_ROCKET_F,32,CUFANT,KROKOROK,SNOVER,TENTACOOL,,,,,DEFIANCE 44
366,366,Orryx,Route 9 Area 2,55,TRAINERCLASS_TEAM_ROCKET,32,FERROTHORN,PERRSERKER,PANGORO,SHIFTRY,QWILFISH_HISUIAN,MEGA_BEEDRILL,,,DEFIANCE 43
367,367,Samantha,Route 9 Area 1,347,TRAINERCLASS_FISHERMAN,33,LUMINEON,LUNATONE,STANTLER,AROMATISSE,CAMERUPT,,TRUE,,GENERIC
368,368,Allison,Route 9 Area 1,20,TRAINERCLASS_HIKER,33,KROKOROK,BASCULIN,SEVIPER,MARACTUS,TRANQUILL,,TRUE,,GENERIC
369,369,Mia,Route 9 Area 1,347,TRAINERCLASS_FISHERMAN,33,LOMBRE,LUXIO,GOLBAT,PORYGON,,,TRUE,,GENERIC
370,370,Oliver,Route 9 Area 1,347,TRAINERCLASS_FISHERMAN,33,STARYU,PAWNIARD,STARAVIA,ELGYEM,ARIADOS,,TRUE,,GENERIC
371,371,Cooper,Route 9 Area 1,377,TRAINERCLASS_POKE_MANIAC,33,TENTACOOL,VIBRAVA,GLOOM,,,,TRUE,,GENERIC
372,372,Mason,Route 9 Area 1,347,TRAINERCLASS_FISHERMAN,33,WAILMER,ONIX,SWADLOON,,,,TRUE,,GENERIC
373,373,Riven,Route 9 Area 1,55,TRAINERCLASS_TEAM_ROCKET,34,VIBRAVA,CRABRAWLER,KOFFING,CLAMPERL,,,,,DEFIANCE 45
374,374,Sable,Route 9 Area 1,62,TRAINERCLASS_TEAM_ROCKET_F,34,RHYHORN,STUFFUL,PIDGEOTTO,LARVESTA,,,,,DEFIANCE 46
375,375,Talon,Route 9 Area 1,55,TRAINERCLASS_TEAM_ROCKET,34,GROWLITHE_HISUIAN,STARAVIA,WHIRLIPEDE,MORGREM,,,,,DEFIANCE 47
376,376,Umbra,Route 9 Area 1,62,TRAINERCLASS_TEAM_ROCKET_F,34,FLAAFFY,TRUMBEAK,NIDORINA,LITLEO,,,,,DEFIANCE 48
377,377,Jeremiah,Route 10 Area 1,227,TRAINERCLASS_FIREBREATHER,34,FLETCHINDER,KRICKETUNE,LICKITUNG,,,,TRUE,Double Battle,GENERIC
378,378,Avery,Route 10 Area 1,20,TRAINERCLASS_HIKER,34,MUDBRAY,FARFETCHD,VANILLISH,,,,TRUE,Double Battle,GENERIC
379,379,Luna,Bairns Town,31,TRAINERCLASS_ROUGHNECK,34,BOLDORE,DUSTOX,POLIWHIRL,SABLEYE,VULLABY,,TRUE,,GENERIC
380,380,Everly,Route 11 Area 1,345,TRAINERCLASS_CAMPER,35,ROSELIA,LEDIAN,HATTREM,MAWILE,DUOSION,,TRUE,,GENERIC
381,381,Grace,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,AIPOM,YANMA,ELEKID,,,,TRUE,,GENERIC
382,382,Andrew,Route 11 Area 1,345,TRAINERCLASS_CAMPER,35,SPINDA,LARVESTA,TOEDSCOOL,ARCHEN,PACHIRISU,,TRUE,,GENERIC
383,383,James,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,35,WOBBUFFET,SPIDOPS,EELEKTRIK,MURKROW,,,TRUE,,GENERIC
384,384,Corin,Route 11 Area 1,40,TRAINERCLASS_PKMN_RANGER_F,35,AROMATISSE,ELDEGOSS,SHIINOTIC,ELECTRODE,,,,,ALLIANCE 30
385,385,Daelia,Route 11 Area 1,40,TRAINERCLASS_PKMN_RANGER_F,35,LITLEO,VOLTORB_HISUIAN,BUIZEL,PAWNIARD,SPRITZEE,,,,ALLIANCE 31
386,386,EamonA,Route 11 Area 1,39,TRAINERCLASS_PKMN_RANGER_M,35,STUFFUL,SKIPLOOM,STARYU,ELGYEM,SWIRLIX,,,,ALLIANCE 34
387,387,FioraA,Burned Tower F1,39,TRAINERCLASS_PKMN_RANGER_M,35,WIGGLYTUFF,MEOWSTIC,SIRFETCHD,AMBIPOM,AZUMARILL,,,,ALLIANCE 35
388,388,Ephraim,Burned Tower F1,40,TRAINERCLASS_PKMN_RANGER_F,35,HERDIER,TINKATUFF,HATTREM,GOLDEEN,MAGNEMITE,,,,ALLIANCE 32
389,389,Fable,Burned Tower F1,40,TRAINERCLASS_PKMN_RANGER_F,35,STARAVIA,LOMBRE,RHYHORN,MIENFOO,ESPURR,LARVESTA,,,ALLIANCE 33
390,390,GalenA,Burned Tower F1,39,TRAINERCLASS_PKMN_RANGER_M,37,SKIDDO,TOGETIC,PERSIAN,ELEKID,MAGBY,,,,ALLIANCE 38
391,391,Ianthe,Burned Tower F1,39,TRAINERCLASS_PKMN_RANGER_M,37,CLEFABLE,FALINKS,TAUROS,MUSHARNA,ALOMOMOLA,,,,ALLIANCE 39
392,392,Jorah,Burned Tower F2,40,TRAINERCLASS_PKMN_RANGER_F,37,CHANSEY,CHERRIM,GRANBULL,OCTILLERY,DACHSBUN,,,,ALLIANCE 36
393,393,Kaelan,Burned Tower F2,39,TRAINERCLASS_PKMN_RANGER_M,37,PIDGEOTTO,SHIINOTIC,LUXIO,DUOSION,FARFETCHD_GALARIAN,,,,ALLIANCE 40
394,394,Liora,Burned Tower F2,40,TRAINERCLASS_PKMN_RANGER_F,37,DACHSBUN,MAWILE,AIPOM,FLAAFFY,HATTREM,PONYTA,,,ALLIANCE 37
395,395,Merrin,Burned Tower F2,39,TRAINERCLASS_PKMN_RANGER_M,37,NINETALES_ALOLAN,PINCURCHIN,BRAVIARY_HISUIAN,BEWEAR,ALTARIA,,,,ALLIANCE 41
396,396,Caroline,Route 11 Area 1,345,TRAINERCLASS_CAMPER,37,SWOOBAT,DEDENNE,PERRSERKER,KECLEON,,,TRUE,,GENERIC
397,397,Stella,Route 11 Area 1,323,TRAINERCLASS_BIRD_KEEPER,37,PINCURCHIN,KLANG,MINIOR,GLIGAR,,,TRUE,,GENERIC
398,398,Zoey,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,37,SNEASEL_HISUIAN,MAGCARGO,TOGEDEMARU,MAROWAK,,,TRUE,,GENERIC
399,399,Nora,Route 11 Area 1,141,TRAINERCLASS_AROMA_LADY,37,SUNFLORA,AZUMARILL,MIGHTYENA,CARKOL,,,TRUE,,GENERIC
400,400,Josiah,Route 11 Area 1,141,TRAINERCLASS_AROMA_LADY,37,CORSOLA_GALARIAN,FURRET,PONYTA,DUGTRIO_ALOLAN,,,TRUE,,GENERIC
401,401,Maverick,Route 11 Area 1,346,TRAINERCLASS_PICNICKER,37,WUGTRIO,TANGELA,WIGGLYTUFF,LIEPARD,,,TRUE,,GENERIC
402,402,Daniel,Route 11 Area 1,323,TRAINERCLASS_BIRD_KEEPER,37,CORVISQUIRE,STANTLER,SWALOT,KINGLER,,,TRUE,,GENERIC
403,403,Zane,Bairns Gym 5 Fire,227,TRAINERCLASS_FIREBREATHER,38,GROWLITHE,LARVESTA,CAMERUPT,LITLEO,,,,,GYM
404,404,Amelia,Bairns Gym 5 Fire,227,TRAINERCLASS_FIREBREATHER,38,TORKOAL,MAGMAR,MAGCARGO,HEATMOR,,,,,GYM
405,405,Blake,Bairns Gym 5 Fire,227,TRAINERCLASS_FIREBREATHER,38,COMBUSKEN,RAPIDASH,SIMISEAR,FLETCHINDER,CARKOL,,,,GYM
406,406,Clara,Bairns Gym 5 Fire,227,TRAINERCLASS_FIREBREATHER,38,ORICORIO,TORRACAT,PONYTA,HEATMOR,,,,,GYM
407,407,Dorian,Bairns Gym 5 Fire,227,TRAINERCLASS_FIREBREATHER,38,PYROAR,SALAZZLE,RAPIDASH,,,,,,GYM
408,408,Pryce,Bairns Gym 5 Fire,,TRAINERCLASS_LEADER_PRYCE,41,NINETALES,MAROWAK_ALOLAN,DARMANITAN,ARCANINE,MEGA_HOUNDOOM,,,Gym,GYM LEADER 5.1.1
409,409,Pryce,Bairns Gym 5 Fire,,TRAINERCLASS_LEADER_PRYCE,44,TORKOAL,ARCANINE_HISUIAN,ARMAROUGE,TAUROS_BLAZE,CERULEDGE,MEGA_BLAZIKEN,,Gym,GYM LEADER 5.2.2
410,410,Lucas,Route 14 Area 1,225,TRAINERCLASS_BOARDER,38,DURANT,GRUMPIG,RELICANTH,GUMSHOOS,,,TRUE,,GENERIC
411,411,Grayson,Route 14 Area 1,225,TRAINERCLASS_BOARDER,38,SHUCKLE,HYPNO,ALOMOMOLA,CARBINK,GRAVELER_ALOLAN,,TRUE,,GENERIC
412,412,Ariana,Route 14 Area 1,33,TRAINERCLASS_SKIER,38,GASTRODON,FURFROU,DUOSION,WATCHOG,,,TRUE,,GENERIC
413,413,Noah,Route 14 Area 1,225,TRAINERCLASS_BOARDER,38,CRABRAWLER,BIBAREL,ARBOK,MOTHIM,MUDBRAY,,TRUE,,GENERIC
414,414,Isla,Route 14 Area 1,33,TRAINERCLASS_SKIER,38,WOBBUFFET,FURRET,DUGTRIO_ALOLAN,PELIPPER,LARVESTA,,TRUE,,GENERIC
415,415,Everly,Route 14 Area 1,33,TRAINERCLASS_SKIER,38,PERSIAN,SAWK,SANDSLASH_ALOLAN,,,,TRUE,Double Battle,GENERIC
416,416,Dylan,Route 14 Area 1,225,TRAINERCLASS_BOARDER,38,PERSIAN_ALOLAN,THROH,SANDSLASH,,,,TRUE,Double Battle,GENERIC
417,417,Asher,Route 14 Area 1,225,TRAINERCLASS_BOARDER,38,KADABRA,GIRAFARIG,GRAVELER,,,,TRUE,Double Battle,GENERIC
418,418,Gabriel,Route 14 Area 1,33,TRAINERCLASS_SKIER,38,MACHOKE,BANETTE,GRAVELER_ALOLAN,,,,TRUE,Double Battle,GENERIC
419,419,Lucas,Route 14 Area 1,225,TRAINERCLASS_BOARDER,40,SWOOBAT,DUNSPARCE,FARFETCHD_GALARIAN,LIEPARD,,,TRUE,,GENERIC
420,420,Sophia,Route 14 Area 1,33,TRAINERCLASS_SKIER,40,PYUKUMUKU,PERRSERKER,FEAROW,SANDSLASH,,,TRUE,,GENERIC
421,421,Anthony,Route 14 Area 1,225,TRAINERCLASS_BOARDER,40,SEADRA,VENOMOTH,SWOOBAT,KECLEON,,,TRUE,,GENERIC
422,422,Matthew,Route 14 Area 1,225,TRAINERCLASS_BOARDER,40,SANDSHREW_ALOLAN,SPHEAL,GREEDENT,UNOWN,,,TRUE,,GENERIC
423,423,Alice,Route 14 Area 1,33,TRAINERCLASS_SKIER,40,VULPIX_ALOLAN,LICKITUNG,BERGMITE,,,,TRUE,Double Battle,GENERIC
424,424,Milo,Route 14 Area 1,225,TRAINERCLASS_BOARDER,40,SNORUNT,DOUBLADE,VANILLITE,,,,TRUE,Double Battle,GENERIC
425,425,Harper,Route 14 Area 1,33,TRAINERCLASS_SKIER,40,VANILLISH,PILOSWINE,CASTFORM,MIENSHAO,,,TRUE,,GENERIC
426,426,Brooklyn,Route 14 Area 1,33,TRAINERCLASS_SKIER,41,CETODDLE,SANDSLASH_ALOLAN,HITMONLEE,BASCULIN,,,TRUE,,GENERIC
427,427,Cora,Route 14 Area 1,33,TRAINERCLASS_SKIER,41,SNEASEL,JYNX,FRIGIBAX,LANTURN,DARMANITAN_GALARIAN,,TRUE,,GENERIC
428,428,Bruce,Route 14 Area 1,225,TRAINERCLASS_BOARDER,41,DELIBIRD,VANILLISH,SHARPEDO,CETITAN,,,TRUE,,GENERIC
429,429,Emma,Route 14 Area 1,33,TRAINERCLASS_SKIER,41,CUBCHOO,CRABOMINABLE,BEARTIC,ABOMASNOW,,,TRUE,,GENERIC
430,430,Sofia,Cold Rock Cave 1,69,TRAINERCLASS_ACE_TRAINER_F_GS,41,AMAURA,MR_RIME,DEWGONG,,,,TRUE,Double Battle,ACE
431,431,Genesis,Cold Rock Cave 1,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,SNORUNT,MR_MIME_GALARIAN,SEALEO,,,,TRUE,Double Battle,ACE
432,432,Easton,Cold Rock Cave 1,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,NINETALES_ALOLAN,GLALIE,GLACEON,,,,TRUE,Double Battle,ACE
433,433,William,Cold Rock Cave 1,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,PILOSWINE,FROSLASS,CRYOGONAL,,,,TRUE,Double Battle,ACE
434,434,Aurora,Cold Rock Cave 3,69,TRAINERCLASS_ACE_TRAINER_F_GS,42,FRIGIBAX,AVALUGG,WEAVILE,,,,TRUE,Double Battle,ACE
435,435,Ezekiel,Cold Rock Cave 3,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,AURORUS,AVALUGG_HISUIAN,FROSMOTH,,,,TRUE,Double Battle,ACE
436,436,Theodore,Cold Rock Cave 3,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,ROTOM_FROST,CETITAN,BEARTIC,,,,TRUE,Double Battle,ACE
437,437,Ryan,Cold Rock Cave 3,68,TRAINERCLASS_ACE_TRAINER_M_GS,42,ABOMASNOW,SANDSLASH_ALOLAN,CRABOMINABLE,,,,TRUE,Double Battle,ACE
438,438,Imogen,Dalice Gym 6 Electric,10,TRAINERCLASS_GUITARIST,43,BOLTUND,CHARJABUG,GRAVELER_ALOLAN,PLUSLE,MINUN,,,,GYM
439,439,Julian,Dalice Gym 6 Electric,10,TRAINERCLASS_GUITARIST,43,LANTURN,RAICHU,EELEKTRIK,HELIOLISK,,,,,GYM
440,440,Keira,Dalice Gym 6 Electric,10,TRAINERCLASS_GUITARIST,43,STUNFISK,MAGNETON,EMOLGA,ELECTABUZZ,PINCURCHIN,,,,GYM
441,441,Luca,Dalice Gym 6 Electric,10,TRAINERCLASS_GUITARIST,43,ROTOM,ROTOM_HEAT,ROTOM_FAN,ROTOM_MOW,ROTOM_FROST,ROTOM_WASH,,,GYM
442,442,Mabel,Dalice Gym 6 Electric,10,TRAINERCLASS_GUITARIST,43,GALVANTULA,ZEBSTRIKA,ELECTABUZZ,LUXRAY,MAGNETON,,,,GYM
443,443,Jasmine,Dalice Gym 6 Electric,,TRAINERCLASS_LEADER_JASMINE,46,GOLEM_ALOLAN,RAICHU_ALOLAN,EELEKTROSS,JOLTEON,ELECTRODE_HISUIAN,MEGA_MANECTRIC,,Gym,GYM LEADER 6.1.1
444,444,Jasmine,Dalice Gym 6 Electric,,TRAINERCLASS_LEADER_JASMINE,50,PINCURCHIN,PAWMOT,VIKAVOLT,ELECTIVIRE,TOXTRICITY,MEGA_AMPHAROS,,Gym,GYM LEADER 6.1.2
445,445,Evan,Relic Cave 1,50,TRAINERCLASS_RUIN_MANIAC,43,INDEEDEE,LILLIGANT_HISUIAN,SLIGGOO_HISUIAN,,,,TRUE,Double Battle,GENERIC
446,446,Cooper,Relic Cave 1,50,TRAINERCLASS_RUIN_MANIAC,43,INDEEDEE_FEMALE,LILLIGANT,SLIGGOO,,,,TRUE,Double Battle,GENERIC
447,447,Luke,Relic Cave 1,50,TRAINERCLASS_RUIN_MANIAC,43,AMOONGUSS,XATU,KOMALA,STUNFISK_GALARIAN,,,TRUE,,GENERIC
448,448,Easton,Relic Cave 1,50,TRAINERCLASS_RUIN_MANIAC,43,MAUSHOLD,RABSCA,BEHEEYEM,TORKOAL,,,TRUE,,GENERIC
449,449,Leon,Relic Cave 2,50,TRAINERCLASS_RUIN_MANIAC,43,MEOWSTIC,THROH,,,,,TRUE,Double Battle,GENERIC
450,450,Ava,Relic Cave 2,319,TRAINERCLASS_LASS,43,MEOWSTIC_FEMALE,SAWK,,,,,TRUE,Double Battle,GENERIC
451,451,Caleb,Relic Cave 2,50,TRAINERCLASS_RUIN_MANIAC,43,LAMPENT,ALCREMIE,BRUXISH,SKUNTANK,,,TRUE,,GENERIC
452,452,Olivia,Relic Cave 3,319,TRAINERCLASS_LASS,44,CRADILY,ARMALDO,BASTIODON,,,,TRUE,Double Battle,GENERIC
453,453,Emma,Relic Cave 3,319,TRAINERCLASS_LASS,44,KABUTOPS,OMASTAR,ARCHEN,,,,TRUE,Double Battle,GENERIC
454,454,Lee,Relic Cave 3,50,TRAINERCLASS_RUIN_MANIAC,44,CARRACOSTA,ARCTOZOLT,TYRANTRUM,,,,TRUE,Double Battle,GENERIC
455,455,Joseph,Relic Cave 3,50,TRAINERCLASS_RUIN_MANIAC,44,AURORUS,DRACOVISH,RAMPARDOS,,,,TRUE,Double Battle,GENERIC
456,456,Terra,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_M,50,RATICATE,PUPITAR,CARKOL,DUGTRIO,MAROWAK_ALOLAN,,TRUE,,ACE
457,457,Rolf,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,BAYLEEF,GABITE,SUDOWOODO,MACHOKE,FEAROW,,TRUE,,ACE
458,458,Darcie,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_F,50,DIGGERSBY,FRAXURE,MOTHIM,SNEASEL_HISUIAN,,,TRUE,,ACE
459,459,Teri,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,COMBUSKEN,SWOOBAT,QUAGSIRE,TANGELA,WIGGLYTUFF,,TRUE,,ACE
460,460,Rolf,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,GLIGAR,VIGOROTH,CLAYDOL,CRUSTLE,GIGALITH,KROOKODILE,TRUE,,ACE
461,461,Dax,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,RHYHORN,CAMERUPT,CACTURNE,SANDSLASH,DRAPION,FLYGON,TRUE,,ACE
462,462,Jace,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,48,SABLEYE,LINOONE,FLAPPLE,,,,TRUE,Double Battle,ACE
463,463,Luna,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,48,MAWILE,LINOONE_GALARIAN,APPLETUN,,,,TRUE,Double Battle,ACE
464,464,Zane,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,DUGTRIO_ALOLAN,LYCANROC,SANDACONDA,HIPPOWDON,STEELIX,,TRUE,,ACE
465,465,Rex,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,ELECTABUZZ,MAROWAK,MANECTRIC,MAGNEZONE,CLAYDOL,LUXRAY,TRUE,,ACE
466,466,Pyro,Route 19 Area 1,227,TRAINERCLASS_FIREBREATHER,50,MAGMAR,MAROWAK_ALOLAN,TORKOAL,CAMERUPT,RAPIDASH,HOUNDOOM,TRUE,,GENERIC
467,467,Celia,Route 19 Area 1,327,TRAINERCLASS_ACE_TRAINER_F,50,WORMADAM_SANDY,SANDSLASH,HIPPOWDON,GIGALITH,CACTURNE,GLISCOR,TRUE,,ACE
468,468,Bram,Route 19 Area 1,324,TRAINERCLASS_ACE_TRAINER_M,50,GOLURK,MUDSDALE,RHYDON,SUDOWOODO,DONPHAN,KROKOROK,TRUE,,ACE
