Pokemon,Move,Method,Level
MELOETTA_PIROUETTE,PERISH_SONG,level-up,85
MELOETTA_PIROUETTE,FOCUS_PUNCH,tm,
MELOETTA_PIROUETTE,CALM_MIND,tm,
MELOETTA_PIROUETTE,LIGHT_SCREEN,tm,
MELOETTA_PIROUETTE,SAFEGUARD,tm,
MELOETTA_PIROUETTE,THUNDERBOLT,tm,
MELOETTA_PIROUETTE,THUNDER,tm,
MELOETTA_PIROUETTE,PSYCHIC,tm,
MELOETTA_PIROUETTE,SHADOW_BALL,tm,
MELOETTA_PIROUETTE,BRICK_BREAK,tm,
MELOETTA_PIROUETTE,REFLECT,tm,
MELOETTA_PIROUETTE,SHOCK_WAVE,tm,
MELOETTA_PIROUETTE,SKILL_SWAP,tm,
MELOETTA_PIROUETTE,SNATCH,tm,
MELOETTA_PIROUETTE,FOCUS_BLAST,tm,
MELOETTA_PIROUETTE,ENERGY_BALL,tm,
MELOETTA_PIROUETTE,FLING,tm,
MELOETTA_PIROUETTE,DRAIN_PUNCH,tm,
MELOETTA_PIROUETTE,EMBARGO,tm,
MELOETTA_PIROUETTE,SHADOW_CLAW,tm,
MELOETTA_PIROUETTE,PAYBACK,tm,
MELOETTA_PIROUETTE,RECYCLE,tm,
MELOETTA_PIROUETTE,GIGA_IMPACT,tm,
MELOETTA_PIROUETTE,FLASH,tm,
MELOETTA_PIROUETTE,STONE_EDGE,tm,
MELOETTA_PIROUETTE,SWORDS_DANCE,tm,
MELOETTA_PIROUETTE,PSYCH_UP,tm,
MELOETTA_PIROUETTE,DREAM_EATER,tm,
MELOETTA_PIROUETTE,GRASS_KNOT,tm,
MELTAN,THUNDER_SHOCK,level-up,1
MELTAN,HARDEN,level-up,1
MELTAN,TAIL_WHIP,level-up,8
MELTAN,HEADBUTT,level-up,16
MELTAN,THUNDER_WAVE,level-up,24
MELTAN,ACID_ARMOR,level-up,32
MELTAN,FLASH_CANNON,level-up,40
MELTAN,TOXIC,tm,
MELTAN,HIDDEN_POWER,tm,
MELTAN,PROTECT,tm,
MELTAN,FRUSTRATION,tm,
MELTAN,THUNDERBOLT,tm,
MELTAN,RETURN,tm,
MELTAN,DOUBLE_TEAM,tm,
MELTAN,FACADE,tm,
MELTAN,SECRET_POWER,tm,
MELTAN,REST,tm,
MELTAN,ENDURE,tm,
MELTAN,THUNDER_WAVE,tm,
MELTAN,GYRO_BALL,tm,
MELTAN,SLEEP_TALK,tm,
MELTAN,SWAGGER,tm,
MELTAN,SUBSTITUTE,tm,
MELTAN,FLASH_CANNON,tm,
MEOWSCARADA,FLOWER_TRICK,level-up,
MEOWSCARADA,FLOWER_TRICK,level-up,1
MEOWSCARADA,DOUBLE_TEAM,level-up,1
MEOWSCARADA,TRICK,level-up,1
MEOWSCARADA,LEAFAGE,level-up,1
MEOWSCARADA,SCRATCH,level-up,1
MEOWSCARADA,TAIL_WHIP,level-up,1
MEOWSCARADA,BITE,level-up,7
MEOWSCARADA,HONE_CLAWS,level-up,10
MEOWSCARADA,MAGICAL_LEAF,level-up,13
MEOWSCARADA,QUICK_ATTACK,level-up,15
MEOWSCARADA,SEED_BOMB,level-up,20
MEOWSCARADA,U_TURN,level-up,24
MEOWSCARADA,WORRY_SEED,level-up,29
MEOWSCARADA,SLASH,level-up,33
MEOWSCARADA,NIGHT_SLASH,level-up,38
MEOWSCARADA,ENERGY_BALL,level-up,42
MEOWSCARADA,PLAY_ROUGH,level-up,47
MEOWSCARADA,KNOCK_OFF,level-up,52
MEOWSCARADA,GRASSY_TERRAIN,level-up,58
MEOWSCARADA,LEAF_STORM,level-up,64
MEOWSCARADA,TOXIC,tm,
MEOWSCARADA,BULLET_SEED,tm,
MEOWSCARADA,HIDDEN_POWER,tm,
MEOWSCARADA,TAUNT,tm,
MEOWSCARADA,HYPER_BEAM,tm,
MEOWSCARADA,PROTECT,tm,
MEOWSCARADA,GIGA_DRAIN,tm,
MEOWSCARADA,FRUSTRATION,tm,
MEOWSCARADA,SOLAR_BEAM,tm,
MEOWSCARADA,RETURN,tm,
MEOWSCARADA,SHADOW_BALL,tm,
MEOWSCARADA,BRICK_BREAK,tm,
MEOWSCARADA,DOUBLE_TEAM,tm,
MEOWSCARADA,AERIAL_ACE,tm,
MEOWSCARADA,FACADE,tm,
MEOWSCARADA,SECRET_POWER,tm,
MEOWSCARADA,REST,tm,
MEOWSCARADA,ATTRACT,tm,
MEOWSCARADA,THIEF,tm,
MEOWSCARADA,SKILL_SWAP,tm,
MEOWSCARADA,ENERGY_BALL,tm,
MEOWSCARADA,FLING,tm,
MEOWSCARADA,ENDURE,tm,
MEOWSCARADA,SHADOW_CLAW,tm,
MEOWSCARADA,GIGA_IMPACT,tm,
MEOWSCARADA,PSYCH_UP,tm,
MEOWSCARADA,DARK_PULSE,tm,
MEOWSCARADA,SLEEP_TALK,tm,
MEOWSCARADA,GRASS_KNOT,tm,
MEOWSCARADA,U_TURN,tm,
MEOWSCARADA,SUBSTITUTE,tm,
MEOWSCARADA,TRICK_ROOM,tm,
MEOWSTIC,MEAN_LOOK,level-up,1
MEOWSTIC,SCRATCH,level-up,1
MEOWSTIC,LEER,level-up,1
MEOWSTIC,FAKE_OUT,level-up,1
MEOWSTIC,DISARMING_VOICE,level-up,1
MEOWSTIC,QUICK_GUARD,level-up,1
MEOWSTIC,HELPING_HAND,level-up,1
MEOWSTIC,COVET,level-up,1
MEOWSTIC,CONFUSION,level-up,1
MEOWSTIC,CONFUSION,level-up,9
MEOWSTIC,COVET,level-up,11
MEOWSTIC,HELPING_HAND,level-up,12
MEOWSTIC,PSYBEAM,level-up,19
MEOWSTIC,FAKE_OUT,level-up,19
MEOWSTIC,CHARM,level-up,21
MEOWSTIC,DISARMING_VOICE,level-up,22
MEOWSTIC,LIGHT_SCREEN,level-up,24
MEOWSTIC,MIRACLE_EYE,level-up,31
MEOWSTIC,PSYSHOCK,level-up,32
MEOWSTIC,REFLECT,level-up,34
MEOWSTIC,SUCKER_PUNCH,level-up,35
MEOWSTIC,ROLE_PLAY,level-up,35
MEOWSTIC,IMPRISON,level-up,44
MEOWSTIC,PSYCHIC,level-up,47
MEOWSTIC,QUICK_GUARD,level-up,50
MEOWSTIC,MISTY_TERRAIN,level-up,54
MEOWSTIC,CALM_MIND,tm,
MEOWSTIC,TOXIC,tm,
MEOWSTIC,HIDDEN_POWER,tm,
MEOWSTIC,SUNNY_DAY,tm,
MEOWSTIC,HYPER_BEAM,tm,
MEOWSTIC,LIGHT_SCREEN,tm,
MEOWSTIC,PROTECT,tm,
MEOWSTIC,RAIN_DANCE,tm,
MEOWSTIC,SAFEGUARD,tm,
MEOWSTIC,FRUSTRATION,tm,
MEOWSTIC,IRON_TAIL,tm,
MEOWSTIC,THUNDERBOLT,tm,
MEOWSTIC,RETURN,tm,
MEOWSTIC,DIG,tm,
MEOWSTIC,PSYCHIC,tm,
MEOWSTIC,SHADOW_BALL,tm,
MEOWSTIC,DOUBLE_TEAM,tm,
MEOWSTIC,REFLECT,tm,
MEOWSTIC,SHOCK_WAVE,tm,
MEOWSTIC,TORMENT,tm,
MEOWSTIC,FACADE,tm,
MEOWSTIC,SECRET_POWER,tm,
MEOWSTIC,REST,tm,
MEOWSTIC,ATTRACT,tm,
MEOWSTIC,SKILL_SWAP,tm,
MEOWSTIC,SNATCH,tm,
MEOWSTIC,ENERGY_BALL,tm,
MEOWSTIC,CHARGE_BEAM,tm,
MEOWSTIC,ENDURE,tm,
MEOWSTIC,PAYBACK,tm,
MEOWSTIC,RECYCLE,tm,
MEOWSTIC,GIGA_IMPACT,tm,
MEOWSTIC,FLASH,tm,
MEOWSTIC,THUNDER_WAVE,tm,
MEOWSTIC,PSYCH_UP,tm,
MEOWSTIC,DARK_PULSE,tm,
MEOWSTIC,SLEEP_TALK,tm,
MEOWSTIC,DREAM_EATER,tm,
MEOWSTIC,SWAGGER,tm,
MEOWSTIC,SUBSTITUTE,tm,
MEOWSTIC,TRICK_ROOM,tm,
MEOWSTIC_FEMALE,MAGICAL_LEAF,level-up,1
MEOWSTIC_FEMALE,SCRATCH,level-up,1
MEOWSTIC_FEMALE,LEER,level-up,1
MEOWSTIC_FEMALE,FAKE_OUT,level-up,1
MEOWSTIC_FEMALE,DISARMING_VOICE,level-up,1
MEOWSTIC_FEMALE,STORED_POWER,level-up,1
MEOWSTIC_FEMALE,ME_FIRST,level-up,1
MEOWSTIC_FEMALE,COVET,level-up,1
MEOWSTIC_FEMALE,CONFUSION,level-up,1
MEOWSTIC_FEMALE,CONFUSION,level-up,9
MEOWSTIC_FEMALE,COVET,level-up,11
MEOWSTIC_FEMALE,PSYBEAM,level-up,19
MEOWSTIC_FEMALE,FAKE_OUT,level-up,19
MEOWSTIC_FEMALE,CHARGE_BEAM,level-up,21
MEOWSTIC_FEMALE,DISARMING_VOICE,level-up,22
MEOWSTIC_FEMALE,LIGHT_SCREEN,level-up,24
MEOWSTIC_FEMALE,STORED_POWER,level-up,31
MEOWSTIC_FEMALE,PSYSHOCK,level-up,32
MEOWSTIC_FEMALE,REFLECT,level-up,34
MEOWSTIC_FEMALE,SUCKER_PUNCH,level-up,35
MEOWSTIC_FEMALE,ROLE_PLAY,level-up,35
MEOWSTIC_FEMALE,EXTRASENSORY,level-up,39
MEOWSTIC_FEMALE,SHADOW_BALL,level-up,40
MEOWSTIC_FEMALE,SIGNAL_BEAM,level-up,45
MEOWSTIC_FEMALE,PSYCHIC,level-up,47
MEOWSTIC_FEMALE,FUTURE_SIGHT,level-up,54
MEOWSTIC_FEMALE,CALM_MIND,tm,
MEOWSTIC_FEMALE,TOXIC,tm,
MEOWSTIC_FEMALE,HIDDEN_POWER,tm,
MEOWSTIC_FEMALE,SUNNY_DAY,tm,
MEOWSTIC_FEMALE,HYPER_BEAM,tm,
MEOWSTIC_FEMALE,LIGHT_SCREEN,tm,
MEOWSTIC_FEMALE,PROTECT,tm,
MEOWSTIC_FEMALE,RAIN_DANCE,tm,
MEOWSTIC_FEMALE,SAFEGUARD,tm,
MEOWSTIC_FEMALE,FRUSTRATION,tm,
MEOWSTIC_FEMALE,IRON_TAIL,tm,
MEOWSTIC_FEMALE,THUNDERBOLT,tm,
MEOWSTIC_FEMALE,RETURN,tm,
MEOWSTIC_FEMALE,DIG,tm,
MEOWSTIC_FEMALE,PSYCHIC,tm,
MEOWSTIC_FEMALE,SHADOW_BALL,tm,
MEOWSTIC_FEMALE,DOUBLE_TEAM,tm,
MEOWSTIC_FEMALE,REFLECT,tm,
MEOWSTIC_FEMALE,SHOCK_WAVE,tm,
MEOWSTIC_FEMALE,TORMENT,tm,
MEOWSTIC_FEMALE,FACADE,tm,
MEOWSTIC_FEMALE,SECRET_POWER,tm,
MEOWSTIC_FEMALE,REST,tm,
MEOWSTIC_FEMALE,ATTRACT,tm,
MEOWSTIC_FEMALE,SKILL_SWAP,tm,
MEOWSTIC_FEMALE,SNATCH,tm,
MEOWSTIC_FEMALE,ENERGY_BALL,tm,
MEOWSTIC_FEMALE,CHARGE_BEAM,tm,
MEOWSTIC_FEMALE,ENDURE,tm,
MEOWSTIC_FEMALE,PAYBACK,tm,
MEOWSTIC_FEMALE,RECYCLE,tm,
MEOWSTIC_FEMALE,GIGA_IMPACT,tm,
MEOWSTIC_FEMALE,FLASH,tm,
MEOWSTIC_FEMALE,THUNDER_WAVE,tm,
MEOWSTIC_FEMALE,PSYCH_UP,tm,
MEOWSTIC_FEMALE,DARK_PULSE,tm,
MEOWSTIC_FEMALE,SLEEP_TALK,tm,
MEOWSTIC_FEMALE,DREAM_EATER,tm,
MEOWSTIC_FEMALE,SWAGGER,tm,
MEOWSTIC_FEMALE,SUBSTITUTE,tm,
MEOWSTIC_FEMALE,TRICK_ROOM,tm,
MEOWTH,FAKE_OUT,level-up,1
MEOWTH,GROWL,level-up,1
MEOWTH,SCRATCH,level-up,1
MEOWTH,SCRATCH,level-up,8
MEOWTH,FAKE_OUT,level-up,9
MEOWTH,BITE,level-up,11
MEOWTH,PAY_DAY,level-up,20
MEOWTH,TAUNT,level-up,22
MEOWTH,FURY_SWIPES,level-up,22
MEOWTH,FEINT_ATTACK,level-up,22
MEOWTH,FEINT,level-up,25
MEOWTH,SCREECH,level-up,25
MEOWTH,ASSURANCE,level-up,31
MEOWTH,SLASH,level-up,34
MEOWTH,NASTY_PLOT,level-up,39
MEOWTH,PLAY_ROUGH,level-up,44
MEOWTH,CAPTIVATE,level-up,46
MEOWTH,NIGHT_SLASH,level-up,49
MEOWTH,SPITE,egg,
MEOWTH,CHARM,egg,
MEOWTH,HYPNOSIS,egg,
MEOWTH,AMNESIA,egg,
MEOWTH,PSYCH_UP,egg,
MEOWTH,ASSIST,egg,
MEOWTH,ODOR_SLEUTH,egg,
MEOWTH,FLAIL,egg,
MEOWTH,LAST_RESORT,egg,
MEOWTH,PUNISHMENT,egg,
MEOWTH,TAIL_WHIP,egg,
MEOWTH,WATER_PULSE,tm,
MEOWTH,TOXIC,tm,
MEOWTH,HIDDEN_POWER,tm,
MEOWTH,SUNNY_DAY,tm,
MEOWTH,TAUNT,tm,
MEOWTH,PROTECT,tm,
MEOWTH,RAIN_DANCE,tm,
MEOWTH,FRUSTRATION,tm,
MEOWTH,IRON_TAIL,tm,
MEOWTH,THUNDERBOLT,tm,
MEOWTH,THUNDER,tm,
MEOWTH,RETURN,tm,
MEOWTH,DIG,tm,
MEOWTH,SHADOW_BALL,tm,
MEOWTH,DOUBLE_TEAM,tm,
MEOWTH,SHOCK_WAVE,tm,
MEOWTH,AERIAL_ACE,tm,
MEOWTH,TORMENT,tm,
MEOWTH,FACADE,tm,
MEOWTH,SECRET_POWER,tm,
MEOWTH,REST,tm,
MEOWTH,ATTRACT,tm,
MEOWTH,THIEF,tm,
MEOWTH,SNATCH,tm,
MEOWTH,FALSE_SWIPE,tm,
MEOWTH,ENDURE,tm,
MEOWTH,SHADOW_CLAW,tm,
MEOWTH,PAYBACK,tm,
MEOWTH,FLASH,tm,
MEOWTH,THUNDER_WAVE,tm,
MEOWTH,PSYCH_UP,tm,
MEOWTH,CAPTIVATE,tm,
MEOWTH,DARK_PULSE,tm,
MEOWTH,SLEEP_TALK,tm,
MEOWTH,NATURAL_GIFT,tm,
MEOWTH,DREAM_EATER,tm,
MEOWTH,SWAGGER,tm,
MEOWTH,U_TURN,tm,
MEOWTH,SUBSTITUTE,tm,
MEOWTH_ALOLAN,FAKE_OUT,level-up,1
MEOWTH_ALOLAN,GROWL,level-up,1
MEOWTH_ALOLAN,SCRATCH,level-up,1
MEOWTH_ALOLAN,SCRATCH,level-up,8
MEOWTH_ALOLAN,FAKE_OUT,level-up,9
MEOWTH_ALOLAN,BITE,level-up,11
MEOWTH_ALOLAN,PAY_DAY,level-up,20
MEOWTH_ALOLAN,TAUNT,level-up,22
MEOWTH_ALOLAN,FURY_SWIPES,level-up,22
MEOWTH_ALOLAN,FEINT_ATTACK,level-up,22
MEOWTH_ALOLAN,FEINT,level-up,25
MEOWTH_ALOLAN,SCREECH,level-up,25
MEOWTH_ALOLAN,ASSURANCE,level-up,31
MEOWTH_ALOLAN,NIGHT_SLASH,level-up,34
MEOWTH_ALOLAN,NASTY_PLOT,level-up,39
MEOWTH_ALOLAN,PLAY_ROUGH,level-up,44
MEOWTH_ALOLAN,CAPTIVATE,level-up,46
MEOWTH_ALOLAN,NIGHT_SLASH,level-up,49
MEOWTH_ALOLAN,TOXIC,tm,
MEOWTH_ALOLAN,HIDDEN_POWER,tm,
MEOWTH_ALOLAN,SUNNY_DAY,tm,
MEOWTH_ALOLAN,TAUNT,tm,
MEOWTH_ALOLAN,PROTECT,tm,
MEOWTH_ALOLAN,RAIN_DANCE,tm,
MEOWTH_ALOLAN,FRUSTRATION,tm,
MEOWTH_ALOLAN,THUNDERBOLT,tm,
MEOWTH_ALOLAN,THUNDER,tm,
MEOWTH_ALOLAN,RETURN,tm,
MEOWTH_ALOLAN,DIG,tm,
MEOWTH_ALOLAN,SHADOW_BALL,tm,
MEOWTH_ALOLAN,DOUBLE_TEAM,tm,
MEOWTH_ALOLAN,SHOCK_WAVE,tm,
MEOWTH_ALOLAN,AERIAL_ACE,tm,
MEOWTH_ALOLAN,TORMENT,tm,
MEOWTH_ALOLAN,FACADE,tm,
MEOWTH_ALOLAN,SECRET_POWER,tm,
MEOWTH_ALOLAN,REST,tm,
MEOWTH_ALOLAN,ATTRACT,tm,
MEOWTH_ALOLAN,THIEF,tm,
MEOWTH_ALOLAN,SNATCH,tm,
MEOWTH_ALOLAN,ENDURE,tm,
MEOWTH_ALOLAN,EMBARGO,tm,
MEOWTH_ALOLAN,SHADOW_CLAW,tm,
MEOWTH_ALOLAN,PAYBACK,tm,
MEOWTH_ALOLAN,THUNDER_WAVE,tm,
MEOWTH_ALOLAN,PSYCH_UP,tm,
MEOWTH_ALOLAN,CAPTIVATE,tm,
MEOWTH_ALOLAN,DARK_PULSE,tm,
MEOWTH_ALOLAN,SLEEP_TALK,tm,
MEOWTH_ALOLAN,NATURAL_GIFT,tm,
MEOWTH_ALOLAN,DREAM_EATER,tm,
MEOWTH_ALOLAN,SWAGGER,tm,
MEOWTH_ALOLAN,U_TURN,tm,
MEOWTH_ALOLAN,SUBSTITUTE,tm,
MEOWTH_GALARIAN,FAKE_OUT,level-up,1
MEOWTH_GALARIAN,GROWL,level-up,1
MEOWTH_GALARIAN,SCRATCH,level-up,1
MEOWTH_GALARIAN,SCRATCH,level-up,8
MEOWTH_GALARIAN,FAKE_OUT,level-up,9
MEOWTH_GALARIAN,METAL_CLAW,level-up,11
MEOWTH_GALARIAN,PAY_DAY,level-up,20
MEOWTH_GALARIAN,TAUNT,level-up,22
MEOWTH_GALARIAN,FURY_SWIPES,level-up,22
MEOWTH_GALARIAN,FEINT_ATTACK,level-up,22
MEOWTH_GALARIAN,HONE_CLAWS,level-up,25
MEOWTH_GALARIAN,SCREECH,level-up,25
MEOWTH_GALARIAN,SWAGGER,level-up,31
MEOWTH_GALARIAN,SLASH,level-up,34
MEOWTH_GALARIAN,METAL_SOUND,level-up,39
MEOWTH_GALARIAN,THRASH,level-up,44
MEOWTH_GALARIAN,CAPTIVATE,level-up,46
MEOWTH_GALARIAN,SLASH,level-up,49
MEOWTH_GALARIAN,TOXIC,tm,
MEOWTH_GALARIAN,HIDDEN_POWER,tm,
MEOWTH_GALARIAN,PROTECT,tm,
MEOWTH_GALARIAN,RAIN_DANCE,tm,
MEOWTH_GALARIAN,FRUSTRATION,tm,
MEOWTH_GALARIAN,THUNDERBOLT,tm,
MEOWTH_GALARIAN,THUNDER,tm,
MEOWTH_GALARIAN,RETURN,tm,
MEOWTH_GALARIAN,DIG,tm,
MEOWTH_GALARIAN,SHADOW_BALL,tm,
MEOWTH_GALARIAN,BRICK_BREAK,tm,
MEOWTH_GALARIAN,DOUBLE_TEAM,tm,
MEOWTH_GALARIAN,AERIAL_ACE,tm,
MEOWTH_GALARIAN,FACADE,tm,
MEOWTH_GALARIAN,SECRET_POWER,tm,
MEOWTH_GALARIAN,REST,tm,
MEOWTH_GALARIAN,ATTRACT,tm,
MEOWTH_GALARIAN,THIEF,tm,
MEOWTH_GALARIAN,FALSE_SWIPE,tm,
MEOWTH_GALARIAN,FLING,tm,
MEOWTH_GALARIAN,ENDURE,tm,
MEOWTH_GALARIAN,SHADOW_CLAW,tm,
MEOWTH_GALARIAN,PAYBACK,tm,
MEOWTH_GALARIAN,GYRO_BALL,tm,
MEOWTH_GALARIAN,SWORDS_DANCE,tm,
MEOWTH_GALARIAN,STEALTH_ROCK,tm,
MEOWTH_GALARIAN,DARK_PULSE,tm,
MEOWTH_GALARIAN,X_SCISSOR,tm,
MEOWTH_GALARIAN,SLEEP_TALK,tm,
MEOWTH_GALARIAN,NATURAL_GIFT,tm,
MEOWTH_GALARIAN,SWAGGER,tm,
MEOWTH_GALARIAN,U_TURN,tm,
MEOWTH_GALARIAN,SUBSTITUTE,tm,
MEOWTH_GALARIAN,FLASH_CANNON,tm,
MESPRIT,CONFUSION,level-up,1
MESPRIT,REST,level-up,1
MESPRIT,HEALING_WISH,level-up,1
MESPRIT,NATURAL_GIFT,level-up,1
MESPRIT,COPYCAT,level-up,1
MESPRIT,SWIFT,level-up,13
MESPRIT,PROTECT,level-up,14
MESPRIT,IMPRISON,level-up,17
MESPRIT,PSYBEAM,level-up,21
MESPRIT,LUCKY_CHANT,level-up,31
MESPRIT,EXTRASENSORY,level-up,42
MESPRIT,CHARM,level-up,43
MESPRIT,PSYCHIC,level-up,49
MESPRIT,FUTURE_SIGHT,level-up,50
MESPRIT,FLATTER,level-up,56
MESPRIT,COPYCAT,level-up,65
MESPRIT,NATURAL_GIFT,level-up,66
MESPRIT,HEALING_WISH,level-up,76
MESPRIT,WATER_PULSE,tm,
MESPRIT,CALM_MIND,tm,
MESPRIT,TOXIC,tm,
MESPRIT,HIDDEN_POWER,tm,
MESPRIT,SUNNY_DAY,tm,
MESPRIT,ICE_BEAM,tm,
MESPRIT,BLIZZARD,tm,
MESPRIT,HYPER_BEAM,tm,
MESPRIT,LIGHT_SCREEN,tm,
MESPRIT,PROTECT,tm,
MESPRIT,RAIN_DANCE,tm,
MESPRIT,SAFEGUARD,tm,
MESPRIT,FRUSTRATION,tm,
MESPRIT,IRON_TAIL,tm,
MESPRIT,THUNDERBOLT,tm,
MESPRIT,THUNDER,tm,
MESPRIT,RETURN,tm,
MESPRIT,PSYCHIC,tm,
MESPRIT,SHADOW_BALL,tm,
MESPRIT,DOUBLE_TEAM,tm,
MESPRIT,REFLECT,tm,
MESPRIT,SHOCK_WAVE,tm,
MESPRIT,SANDSTORM,tm,
MESPRIT,FACADE,tm,
MESPRIT,SECRET_POWER,tm,
MESPRIT,REST,tm,
MESPRIT,SKILL_SWAP,tm,
MESPRIT,ENERGY_BALL,tm,
MESPRIT,FLING,tm,
MESPRIT,CHARGE_BEAM,tm,
MESPRIT,ENDURE,tm,
MESPRIT,DRAIN_PUNCH,tm,
MESPRIT,RECYCLE,tm,
MESPRIT,GIGA_IMPACT,tm,
MESPRIT,FLASH,tm,
MESPRIT,THUNDER_WAVE,tm,
MESPRIT,STEALTH_ROCK,tm,
MESPRIT,PSYCH_UP,tm,
MESPRIT,SLEEP_TALK,tm,
MESPRIT,NATURAL_GIFT,tm,
MESPRIT,DREAM_EATER,tm,
MESPRIT,GRASS_KNOT,tm,
MESPRIT,SWAGGER,tm,
MESPRIT,U_TURN,tm,
MESPRIT,SUBSTITUTE,tm,
MESPRIT,TRICK_ROOM,tm,
METAGROSS,HAMMER_ARM,level-up,
METAGROSS,HAMMER_ARM,level-up,1
METAGROSS,CONFUSION,level-up,1
METAGROSS,METAL_CLAW,level-up,1
METAGROSS,BULLET_PUNCH,level-up,1
METAGROSS,TACKLE,level-up,1
METAGROSS,MAGNET_RISE,level-up,1
METAGROSS,TAKE_DOWN,level-up,1
METAGROSS,MAGNET_RISE,level-up,12
METAGROSS,FLASH_CANNON,level-up,16
METAGROSS,ZEN_HEADBUTT,level-up,18
METAGROSS,PURSUIT,level-up,23
METAGROSS,TAKE_DOWN,level-up,26
METAGROSS,BULLET_PUNCH,level-up,26
METAGROSS,MIRACLE_EYE,level-up,29
METAGROSS,PSYCHIC,level-up,35
METAGROSS,SCARY_FACE,level-up,38
METAGROSS,METEOR_MASH,level-up,48
METAGROSS,IRON_DEFENSE,level-up,57
METAGROSS,AGILITY,level-up,57
METAGROSS,HYPER_BEAM,level-up,71
METAGROSS,FOCUS_PUNCH,tm,
METAGROSS,TOXIC,tm,
METAGROSS,HIDDEN_POWER,tm,
METAGROSS,SUNNY_DAY,tm,
METAGROSS,HYPER_BEAM,tm,
METAGROSS,LIGHT_SCREEN,tm,
METAGROSS,PROTECT,tm,
METAGROSS,RAIN_DANCE,tm,
METAGROSS,FRUSTRATION,tm,
METAGROSS,EARTHQUAKE,tm,
METAGROSS,RETURN,tm,
METAGROSS,PSYCHIC,tm,
METAGROSS,SHADOW_BALL,tm,
METAGROSS,BRICK_BREAK,tm,
METAGROSS,DOUBLE_TEAM,tm,
METAGROSS,REFLECT,tm,
METAGROSS,SLUDGE_BOMB,tm,
METAGROSS,SANDSTORM,tm,
METAGROSS,ROCK_TOMB,tm,
METAGROSS,AERIAL_ACE,tm,
METAGROSS,FACADE,tm,
METAGROSS,SECRET_POWER,tm,
METAGROSS,REST,tm,
METAGROSS,ENDURE,tm,
METAGROSS,EXPLOSION,tm,
METAGROSS,SHADOW_CLAW,tm,
METAGROSS,GIGA_IMPACT,tm,
METAGROSS,ROCK_POLISH,tm,
METAGROSS,FLASH,tm,
METAGROSS,STONE_EDGE,tm,
METAGROSS,GYRO_BALL,tm,
METAGROSS,STEALTH_ROCK,tm,
METAGROSS,PSYCH_UP,tm,
METAGROSS,ROCK_SLIDE,tm,
METAGROSS,SLEEP_TALK,tm,
METAGROSS,NATURAL_GIFT,tm,
METAGROSS,GRASS_KNOT,tm,
METAGROSS,SWAGGER,tm,
METAGROSS,SUBSTITUTE,tm,
METAGROSS,FLASH_CANNON,tm,
METANG,METAL_CLAW,level-up,
METANG,CONFUSION,level-up,
METANG,CONFUSION,level-up,1
METANG,METAL_CLAW,level-up,1
METANG,BULLET_PUNCH,level-up,1
METANG,TACKLE,level-up,1
METANG,MAGNET_RISE,level-up,1
METANG,TAKE_DOWN,level-up,1
METANG,MAGNET_RISE,level-up,12
METANG,ZEN_HEADBUTT,level-up,18
METANG,FLASH_CANNON,level-up,18
METANG,PURSUIT,level-up,23
METANG,TAKE_DOWN,level-up,26
METANG,BULLET_PUNCH,level-up,26
METANG,MIRACLE_EYE,level-up,29
METANG,PSYCHIC,level-up,35
METANG,SCARY_FACE,level-up,38
METANG,METEOR_MASH,level-up,47
METANG,IRON_DEFENSE,level-up,52
METANG,AGILITY,level-up,54
METANG,HYPER_BEAM,level-up,62
METANG,FOCUS_PUNCH,tm,
METANG,TOXIC,tm,
METANG,HIDDEN_POWER,tm,
METANG,SUNNY_DAY,tm,
METANG,HYPER_BEAM,tm,
METANG,LIGHT_SCREEN,tm,
METANG,PROTECT,tm,
METANG,RAIN_DANCE,tm,
METANG,FRUSTRATION,tm,
METANG,EARTHQUAKE,tm,
METANG,RETURN,tm,
METANG,PSYCHIC,tm,
METANG,SHADOW_BALL,tm,
METANG,BRICK_BREAK,tm,
METANG,DOUBLE_TEAM,tm,
METANG,REFLECT,tm,
METANG,SLUDGE_BOMB,tm,
METANG,SANDSTORM,tm,
METANG,ROCK_TOMB,tm,
METANG,AERIAL_ACE,tm,
METANG,FACADE,tm,
METANG,SECRET_POWER,tm,
METANG,REST,tm,
METANG,ENDURE,tm,
METANG,EXPLOSION,tm,
METANG,GIGA_IMPACT,tm,
METANG,ROCK_POLISH,tm,
METANG,FLASH,tm,
METANG,GYRO_BALL,tm,
METANG,STEALTH_ROCK,tm,
METANG,PSYCH_UP,tm,
METANG,ROCK_SLIDE,tm,
METANG,SLEEP_TALK,tm,
METANG,NATURAL_GIFT,tm,
METANG,GRASS_KNOT,tm,
METANG,SWAGGER,tm,
METANG,SUBSTITUTE,tm,
METANG,FLASH_CANNON,tm,
METAPOD,HARDEN,level-up,
METAPOD,HARDEN,level-up,1
MEW,POUND,level-up,1
MEW,REFLECT_TYPE,level-up,1
MEW,AMNESIA,level-up,10
MEW,BATON_PASS,level-up,20
MEW,ANCIENT_POWER,level-up,30
MEW,LIFE_DEW,level-up,40
MEW,NASTY_PLOT,level-up,50
MEW,METRONOME,level-up,60
MEW,IMPRISON,level-up,70
MEW,TRANSFORM,level-up,80
MEW,AURA_SPHERE,level-up,90
MEW,PSYCHIC,level-up,100
MEW,FOCUS_PUNCH,tm,
MEW,DRAGON_CLAW,tm,
MEW,WATER_PULSE,tm,
